R_01	R_02	R_03	R_04	R_05	R_06	R_07	R_08	R_09	S_01	S_02	S_03	S_04	S_05	S_06	S_07	S_08	S_09
NP_071796.2	-0.204125286752983	-0.083902341748947	-0.448685395943386	-0.303086738697396	-0.382384955522435	-0.759746128939396	-0.549014985520254	-0.372194568202582	-0.054383412557002	-0.480805478307908	-0.972163904473726	-0.59299033485654	-0.992684125107219	-0.156671572354638	-0.273169828142141	-0.276115745906568	-0.750744329874964	-0.363679688979337
NP_071797.1	-0.172019013334703	-0.100027543791116	-0.51822057784579	-0.263708156943587	-0.360187156713373	-0.685447190577185	-0.518924042435289	-0.432156289669595	0.0206541822991217	-0.325616208534595	-0.962781290769086	-0.517387907104489	-0.915413782529325	-0.375187570460398	-0.15495943582239	-0.188413555902504	-0.735756004275836	-0.403751037005265
NP_071799.2	-0.101081638660513	0.118782362195065	-0.198925854401377	0.04464667964013	-0.038530090242341	-0.95508473722276	-0.539703263282584	-0.604687144726021	-0.151275267646946	-0.268343412165645	-1.33557087269707	-0.698769900477657	-1.35531874269346	-0.462293649896927	-0.427688500143719	-0.61909083489855	-0.948807432314407	-0.656692209085666
NP_071852.2	-0.2401268006671	-0.147221121532962	-0.474989481718165	-0.175995999851995	-0.42251329467065	-0.790939946846871	-0.513547411983318	-0.422544639284449	0.0088904997171188	-0.239296289900714	-1.02797775021931	-0.684969676917579	-1.11417118668203	-0.230217452364451	-0.239630512327889	-0.290876062624158	-0.63705259255165	-0.430191227818419
NP_071944.1	-0.370269881043802	-0.0576475662283118	-0.0894603286531716	-0.0393810416618912	-0.379586405338628	-0.859602606034258	-0.844941326903193	-0.531087687369659	0.0459461436140955	0.489572701276517	-1.23708458126285	-0.271460094877639	-1.35268750393772	-0.720457493136882	-0.477161932673576	-0.0303910496946005	-1.01498709964829	-0.475454687272495
NP_071945.3	-0.669664467859858	-0.225222726244725	-0.376346800693589	-0.688930572494922	-0.579484222319284	-1.31701787894309	-0.756221851313333	-0.551787177472297	-0.213825943092463	-0.43745107032842	-0.673920214341874	-0.744458438890618	-0.754769879121021	-0.579699312670139	-0.467723742073381	0.0367844888121138	-0.866034924283698	-0.292248888877593
NP_071946.1	-0.263747548335588	-0.0977142188761737	-0.463555479937501	-0.505239527489708	-0.748483057769195	-0.920178381912451	-0.315036891207757	-0.443150729695909	-0.104143137388997	0.0204719390118674	-0.8032722362616	-0.7303371835631	-1.03234506426141	-0.802260248921069	-0.216127362394855	-0.432016214785227	-0.902847798017528	-0.439635497991977
NP_071947.1	-0.501470999643421	-0.332706761796901	-0.529202689664373	-0.478696994264259	-0.664495941962725	-0.650008068725803	-0.442444167769626	-0.435839633954388	0.0484567717317712	-0.290741511842673	-0.926104256206677	-0.622374013624094	-0.969748175645561	-0.129939908675895	-0.160101873854848	-0.294243504862571	-0.700664947176623	-0.360338924671241
NP_071948.1	-0.338752386561366	-0.521019293548926	-0.789821478487713	-0.587035401640773	-0.624970576581292	-0.34376461620375	-0.917727383423808	-0.261365318726839	-0.251328222160861	-1.81226995606458	-0.630625201476726	-0.645890717141574	-0.538737328186914	0.443944499138729	0.157429652823586	0.408738044225118	-0.117151171166025	-0.16811223812774
NP_071949.1	-0.300510982508166	-0.10074591246943	-0.431294493238509	-0.441569818595093	-0.376776056144515	-0.849214977834855	-0.544518889362548	-0.314059960950231	0.189678508969675	-0.383105222595044	-0.83823647011503	-0.536312635403227	-0.80519481188759	-1.10239231102795	-0.185068217531496	-0.052859665936829	-1.25241860662267	-0.242023026595522
NP_071951.1	-0.243307128088929	0.0941047494270843	-0.447621972021395	-0.324434678370439	-0.370493788791532	-0.840231740739576	-0.678747929587772	-0.302872197681117	0.158971380044653	-0.140576378602411	-1.02983453959755	-0.412001613279274	-1.04865784815452	-0.995641864591798	-0.21255566300915	-0.0854338297530347	-1.11801169373533	-0.191636095431603
NP_071953.1	-0.197844736869257	-0.13220861213114	-0.483334503197191	-0.307898042563297	-0.476355409981614	-0.695032599790809	-0.559856170879929	-0.315408835433616	-0.0376357805767239	-0.298534923114096	-0.899847633762671	-0.576610175143076	-0.983188045359312	-0.118363378523095	-0.265726248109031	-0.298656630189492	-0.676986755365283	-0.45294979111998
NP_071955.1	-0.844934252238349	-0.0360278194186737	-0.608763327157812	-0.854376819173181	-0.477584689902092	-0.646521568228219	-0.768563258221383	-0.142257017025106	0.290659874301475	-0.223232763596772	-1.06620124831644	-0.645089794348474	-0.92044761961285	-0.763404322193614	-0.0265200939555004	-0.0526837190445827	-1.13447476834686	-0.146044316948607
NP_071956.2	-0.388555431860475	-0.101808696977875	-0.368331218530359	-0.35068975933743	-0.535695548205154	-0.868977643343907	-0.460827162846458	-0.498610524924434	0.0067344385034859	-0.187218784469048	-1.02427644470172	-0.366160819481296	-0.997207764404367	-0.36029058603644	-0.422604664925513	-0.484234168605515	-0.864667176738627	-0.486406701387451
NP_071957.1	-0.0727491587668203	-0.270009005505011	-0.611069299057414	-0.196678677725922	-0.459946378137202	-0.701023235408686	-0.512747076250636	-0.301398058714258	-0.0743492214265341	-0.939307320628791	-0.947272322617103	-0.756451723138239	-0.818551890971099	-0.134690780025885	-0.223229545859404	-0.0842860197611191	-0.795647262174356	-0.434557861370766
NP_071959.1	-0.158534245873822	-0.0759979536562568	-0.354463986209102	-0.206211777526575	-0.287026014085364	-0.615807712381562	-0.55979066880497	-0.327478015625387	0.0912228586467374	-0.31122254800107	-1.07079299398121	-0.582998608212709	-1.04976324657694	-0.140517357205223	-0.293852633045925	-0.217747191646679	-0.793357427127555	-0.379190567065461
NP_071960.1	-0.231835292928012	0.0106870508712648	-0.348719921201034	-0.263748875789704	-0.24281407780427	-0.638687831342055	-0.603902864539098	-0.0719865972898925	-0.444843360108169	-0.322503617105197	-1.30869326662696	-0.652134731179486	-1.19757853024297	-0.843116869777527	-0.776762876573514	0.168685639686228	-1.35342142959878	-0.695527145333794
NP_071963.1	-0.265194988882014	-0.229082991825687	-0.488298996529474	-0.245359597978747	-0.602006047607133	-0.749990250594592	-0.359179969553016	-0.496604647148715	-0.0355387654904151	-0.385046557584715	-1.00844544919261	-0.791713723132516	-1.01622482203218	-0.252561260019487	-0.452699112400993	-0.507918076311324	-0.702023659584047	-0.536602045398466
NP_071964.2	0.101694864567742	-0.215161121687478	-0.580324557694517	-0.363596884959602	-0.769426991567749	-0.935806348880881	-0.278231772605168	-0.516210567459505	-0.125674935329345	0.478662651062921	-0.366347193726572	-0.516057763785802	-1.09422830454493	-0.408903849673275	-0.301776635743532	-0.515968557407672	-0.921161577479145	-0.547381384799023
NP_071966.1	-0.108621987184677	-0.251257092180656	-0.564081523649847	-0.36907200357352	-0.593113009957079	-0.785185645761379	-0.528938561456252	-0.495419862136315	-0.0611483867241688	-0.357047566159261	-0.891669590833269	-0.77273341064165	-1.04556210928833	-0.0319123259296874	-0.308671635521634	-0.279797006414821	-0.728381625891911	-0.475648697765291
NP_071968.1	-0.548555582350786	-0.125773265080071	-0.511939942644029	0.215315229172188	-0.412739844567576	-0.978799993844671	-0.491661083001016	-0.797804131629769	-0.552893806498139	-0.817012656219451	-1.84019535770369	-0.84494222657988	-1.79644855999201	0.171809830309306	-0.88829940873636	-0.554231794539772	-0.0422306992619571	-0.92977771672474
NP_071969.1	-0.357320144821731	-0.228717494894532	-0.613555758731115	0.040832713508475	-0.756837058496939	-1.08827757695668	-0.547208546509674	-0.883990514980134	-0.480453929832831	1.07172593077966	-1.07194982847489	-0.428972003342702	-1.14735956720639	-0.40064487633238	-0.590889572522893	-0.695183820787465	-0.606990830243306	-0.668418545608745
NP_071970.2	-0.0441876638694211	-0.186049338650481	-0.339280240414992	-0.24403027889577	-0.677659785942512	-0.810414585407123	-0.32397726121414	-0.483558534280262	-0.0932979004620508	0.535121738381427	-0.747291678069176	-0.665886509812469	-1.09531093129152	-0.392526618778677	-0.430413081846004	-0.506664467661624	-0.759082090801549	-0.394371244332076
NP_071971.1	-0.336791628011724	-0.162010574945204	-0.585442508994321	-0.311763745176337	-2.46526289709786	-0.532395773269673	-0.234070070941058	-0.164316959057262	-0.55060981902327	-0.947209645547988	-1.87339026934861	-1.70737406703788	-2.03912529403322	-1.00730463548413	-1.39048254251073	-0.517305226835701	-1.37739478443078	-1.11297728123754
NP_071974.1	-0.200805496394891	-0.282692305499139	-0.570747199021713	-0.384146695291068	-0.50699892928418	-0.788915499641038	-0.41481892183396	-0.344156609666471	0.0607060019682227	-0.492044266735311	-0.959107879576752	-0.721974253141678	-0.924859760936072	-0.190023236130129	-0.103893457479883	-0.158539889208248	-0.645067425170481	-0.188509017073886
NP_071976.1	-0.107371926798976	-0.00132269415782085	-0.433927913884	-0.221251479601502	-0.228789944086651	-0.761610307161118	-0.486641948241553	-0.446182918179217	-0.0656840046405432	-0.408369143346787	-1.02791047230849	-0.671315600638571	-0.986490939203243	-0.165292342665645	-0.267504100263093	-0.274934448847195	-0.755214649186072	-0.34902943046943
NP_071977.1	-0.180161760637956	-0.249672482354241	-0.715188849606128	-0.226105930837893	-0.580903652200377	-0.96434046509043	-0.650936652556917	-0.635133082727059	-0.0325639816165436	-0.390342542963283	-0.858194648129628	-0.649826888151655	-1.01571509351803	-0.357089194582701	-0.349747769838649	-0.315237580999098	-0.739542238241042	-0.491702371176751
NP_071980.2	-0.220469410229005	-0.0622227713123528	-0.466909983744057	-0.312599760720068	-0.450523109410532	-0.807786788922885	-0.56139617064824	-0.384952258459356	-0.108354129212573	-0.212825655405496	-0.900871570244763	-0.584305985172057	-1.03762969173149	-0.192664738891986	-0.24938342633208	-0.335811255441978	-0.698807680027476	-0.376614968640471
NP_071981.1	-0.452361762590161	-0.171225037733185	-0.538405230976852	-0.38392810021203	-0.601518916401693	-0.922621586876504	-0.590382719636069	-0.636030504294296	-0.183810132107632	-0.0281628458894566	-0.812912572179601	-0.478281990686522	-0.950627847292653	-0.241398126575195	-0.381331092187841	-0.512197872759884	-0.791745414961982	-0.521853794711046
NP_071984.1	-0.0920240881350003	-0.132923634454031	-0.471827581582895	-0.127170921368045	-0.399675794549233	-0.654800294321905	-0.723181371698687	-0.409110886232761	-0.168957958720275	-0.38720868232485	-0.906571743250987	-0.587439320406229	-0.952817079032882	-0.253762869746513	-0.301085145940837	-0.0636132425898383	-0.782295725471749	-0.47405583592506
NP_071985.1	-0.000399468396042642	-0.0475464492955413	-0.491868798675416	-0.0733351399717015	-0.368914187964656	-0.664150305864687	-0.555298912422061	-0.380310326005797	-0.027371166836104	-0.609717452412083	-0.916188767205059	-0.412005944330347	-0.793041690478588	0.147661869473707	-0.179771271501711	-0.0797013153599145	-0.71036481510576	-0.417955841573945
NP_071986.1	-0.182818518798346	-0.0977861967038567	-0.452501190166172	-0.244420988832802	-0.498994548151876	-0.681682205397636	-0.666852057440919	-0.529420113290933	-0.0603007793868644	-0.342958685384783	-0.854498252196263	-0.616131891460669	-0.853956952830959	-0.0283773122615764	-0.213969611020756	-0.163432184502941	-1.01819329596526	-0.490941001805115
NP_071987.1	-0.0784730334570536	-0.104817668634973	-0.479833658911088	0.0469400992996747	-0.326740305577485	-0.666525821677082	-0.533653691463181	-0.518595582852367	-0.199738018305406	-0.700463983874514	-1.02390397559759	-0.560265223237427	-0.917411592528755	0.57398258886053	-0.48167313878219	-0.454046728880323	-0.101295559952006	-0.539372497502073
NP_071990.2	-0.231408318969095	-0.223060963192612	-0.494929918344805	-0.272362917546711	-0.578440089722688	-0.798074044950599	-0.678652671038942	-0.474564399342231	0.00560862247589392	-0.314575912022452	-0.941510178605125	-0.616457356438295	-1.09104932925121	-0.106816647124919	-0.214074597665649	-0.286867221844785	-0.69533468451426	-0.375062730748047
NP_071992.1	-0.272748066732336	-0.0113798263649905	-0.444535620772454	-0.271292788909913	-0.395079507499422	-0.810366696026519	-0.63811089346286	-0.421698599329221	-0.0624542436716765	-0.266537469878907	-0.931188416780599	-0.479015116691453	-0.952491729581324	-0.120300493880636	-0.251532374968658	-0.337881054598544	-0.733588761086914	-0.409287149932459
NP_072104.2	-1.46689569038708	-1.3616532815607	-1.75587618280824	-0.869686563395072	-1.6809518233786	NA	NA	NA	NA	3.05369784662185	-2.62194625663412	-1.48945928645023	-2.10529189239568	NA	NA	NA	NA	NA
NP_072106.1	-0.2274656764881	-0.321023117217459	-0.607782423851711	-0.23788621300244	-0.515075029468173	-0.660122203085992	-0.486644033690576	-0.396032907011884	-0.14472643216129	-1.0325924309251	-1.04587912902695	-0.715324926225541	-0.908126891439199	0.223856546245028	-0.358531925688549	-0.456253863705694	-0.598523047738729	-0.461893095767405
NP_072109.2	0.0840187692517076	-0.511538468844981	-0.667310510472268	0.154097845800856	-0.402313869457228	-0.992049089110164	-0.746494886869628	-0.783678955598029	-0.514968719948184	-0.370252057515115	-0.603794414339367	-0.795162977293276	-1.13631147309684	0.309007718384703	-0.450186733057116	-0.7403172634956	-0.310169773770984	-0.704605015349969
NP_072113.1	0.000200409719053588	-0.109412996548765	-0.433993512517482	-0.096437105379059	-0.23291991188357	-0.815740815124086	-0.55941948609401	-0.452374347408309	-0.188397424355282	-0.19800376011425	-0.993040219472251	-0.565613783673773	-1.10997125892485	-0.299273073685456	-0.367932206380372	-0.284136355310277	-0.776205675327224	-0.465073770175907
NP_072114.1	-0.196113499165287	-0.134272321160131	-0.371307653325138	-0.169679069827231	-0.706133716569226	-0.96119517108916	-0.532441224062563	-0.745345788349544	-0.289537697704731	0.637294344231141	-0.774263566621172	-0.398034230696962	-1.23586367917769	-0.332160734787937	-0.296680991568027	-0.579719737526535	-0.507529295475148	-0.547426921186713
NP_072116.1	-0.0329094059371197	-0.132135034512552	-0.521154136784358	-0.173083673543417	-0.415300778605239	-0.7249220082426	-0.613520316398293	-0.429872213401632	-0.124046843703993	-0.812834787876363	-0.879735488766278	-0.593817179296134	-0.78468448553676	-0.0123238742304585	-0.3117497456808	-0.178749617302346	-0.828796701741968	-0.461298518227681
NP_072117.1	0.0194412742097457	0.0644904781601656	-0.17567235850358	-0.142208057475015	-0.248354208691703	-0.606528400557717	-0.521391988016365	-0.364803906833539	-0.158205456656047	-0.313902432946787	-1.33756056885308	-0.626588154955892	-1.35762307851115	-0.339649008585086	-0.460436969225658	-0.208120954159676	-1.05583001005295	-0.589773335462462
NP_072119.2	-0.255835945663758	-0.0194768830455442	-0.366231520350724	-0.177694696427533	-0.481742298481043	-0.872804682165433	-0.577678298186822	-0.576428120263854	-0.100383992303925	0.243852294096968	-0.659714361464846	-0.46849675588598	-0.829674687534756	-0.287857736150934	-0.311846769929381	-0.290649818548971	-0.837715455909239	-0.320910225021203
NP_072120.1	-0.00667903016890531	-0.0519429325126751	-0.207402272869226	0.160931417661124	-0.199597455312957	-0.861513913427895	-0.783858770157639	-0.749253112979666	-0.176192415609177	0.0458728165100212	-1.02676060870454	-0.371796845766707	-1.12111517442828	0.0334406377656854	-0.29253311384537	-0.307979613936394	-0.672368775258911	-0.684628917987701
NP_072121.2	-0.038429161995621	-0.34332097579749	-0.726925041768268	-0.156112225935757	-0.576782152331124	-0.775857699143106	-0.684867844161393	-0.425400531384393	-0.103332930820343	-1.14061903547826	-1.01245024431251	-0.689534073114725	-0.854884444597618	0.0889665014971087	-0.32254633557759	-0.373802611066725	-0.656999331437125	-0.58100537842796
NP_072123.1	-0.323087252119357	-0.28196894996415	-0.656981947178188	-0.378915632884107	-0.491351297905854	-0.94696839132615	-0.575868562074081	-0.430933012261347	-0.187333903498286	-0.496083945679651	-0.956808177138116	-0.644990455653445	-0.924985569918346	-0.322234683290989	-0.352305698769553	-0.427390128615583	-0.883070134776196	-0.540711488991267
NP_072128.1	0.00482333886807378	0.0642985327109587	-0.236478261819392	-0.0657030078533273	-0.266422943619878	-0.919050361871431	-0.73507290452188	-0.605104431490853	-0.285852923405238	-0.279983373236846	-1.09345795894077	-0.53088058688396	-0.996917431335643	-0.309034618017211	-0.543884658083042	-0.526277436494346	-0.984338297438438	-0.617265796471494
NP_072129.2	-0.0998943315442921	-0.305224179233415	-0.571454344310735	-0.255320069883031	-0.388607531479481	-0.715785685384675	-0.414108447796933	-0.246904610567015	-0.211601391317955	-0.865768549096254	-0.979169444753592	-0.851125815660237	-1.0007685513818	0.0969713928997476	-0.3602249252555	-0.212442022602085	-0.659825161636008	-0.452735347761747
