R_01	R_02	R_03	R_04	R_05	R_06	R_07	R_08	R_09	S_01	S_02	S_03	S_04	S_05	S_06	S_07	S_08	S_09
NP_063970.1	-0.577974778932104	0.00857161523906482	-0.40205319949824	-0.0228635753714381	-0.544654171398187	-0.994685626297117	-0.176582423239954	-0.583264370256758	-0.138525628273886	0.551561032926109	-0.821672694814298	-0.511432069536416	-1.20205104320092	-0.148787442791697	-0.310023392943081	-0.490534739039316	-0.504970317357059	-0.419482367436401
NP_063971.1	-0.25911984385466	-0.173182102534	-0.55323811222303	-0.252162298948336	-0.455518031311568	-0.892924606220827	-0.728652284052022	-0.515354356781333	-0.16614101835608	-0.460135022166942	-0.992255265082645	-0.612684596336974	-1.0463705788644	-0.235270067920528	-0.397743289074951	-0.457064360141549	-0.753343096201783	-0.56673516548817
NP_064456.2	1.05509630146656	-0.251951060873883	-0.808962908272818	-0.522285518374169	-0.903578189411071	-1.29309853758205	-0.785576504952373	-0.822871363120124	-0.482415576187665	0.629153170228241	-0.27526967813272	-0.447561673381196	-1.35822957533884	-0.857794750153723	-0.438172619792391	-0.893388393647495	-1.08720334568987	-0.989024662007384
NP_064467.1	-0.417560759833881	0.133409900465874	-0.505859002214097	-0.0306619760929627	-0.594317041902518	-1.21845156428877	-0.1870554333208	-0.66592029999161	-0.200070876388084	0.709358593583195	-0.755363537209967	-0.563911976862418	-1.46908614852476	-0.445766162725828	-0.485718860702729	-0.376644348704802	-0.893452319886997	-0.419309823826388
NP_064471.1	-0.136624275612686	-0.344844020923702	-0.755917411082743	-0.030872165567539	-0.497431742289864	-1.13159188666651	-0.328608119877652	-0.55844485919705	-0.363381456445037	-0.460912687538069	-1.41290641800411	-0.691783989342866	-1.1895889037415	0.228398890937368	-0.686034781897449	-0.45149981356354	-0.306161586735228	-0.678804010003716
NP_064478.1	-0.17281332003156	0.026092441227679	-0.287297574519348	-0.0336323154479646	-0.284768038689396	-0.847087688735201	-0.502769445972977	-0.260265600940618	-0.219052884163413	-0.264444467518625	-0.991636202134976	-0.605752211342522	-1.06750192716382	-0.470194124197616	-0.389763508677292	-0.190530365622111	-1.00175360402215	-0.552883179332187
NP_064489.1	-0.0710166526706139	-0.177663171009013	-0.609044285907796	-0.465265870295804	-0.791607047219254	-0.847748662683128	-0.429204979317909	-0.602211779918167	-0.191591587247571	-0.0873598612637954	-0.788192066440587	-0.885740515979673	-1.04280701951158	0.426592506105476	-0.401214604290632	-0.968541202660964	-0.578574907149319	-0.630001158126327
NP_065415.1	-0.247816138387703	0.0362192142626564	-0.0258712835755457	-0.207131363241163	-0.264737453462788	-0.642583781494695	-0.659116610675151	-0.42732353086568	0.0314258555546741	0.169719979161174	-0.784077321598474	-0.447973735790744	-0.908152019942541	-0.332007173830756	-0.207208105724835	-0.285333844083942	-0.549077218484098	-0.319677108050443
NP_065707.2	-0.356461128302172	-0.210211029836875	-0.277261545907089	-0.223853009202315	-0.616616916753146	-0.6305770651113	-0.334306558039918	-0.362030090761328	0.118003714316345	-0.160346231552019	-1.07975008879013	-0.425625423211181	-1.10983628268546	-0.627373022309722	-0.236069801315184	-0.173995116485481	-0.690315848970169	-0.349382504970694
NP_067084.1	-0.533553349401094	-0.140939805637461	-0.459971008488727	-0.682746280985407	-0.563720356506115	-0.889022921357266	-0.791643284782581	-0.760736118034327	-0.56008375058475	-0.286639960139098	-0.750371039258218	-0.539606160656045	-1.02376665033878	-0.470337456574893	-0.69601428110611	-0.0693101474204034	-0.963880614657367	0.0788231603661225
NP_067085.1	0.128597697486291	-0.385731899678478	-0.399421555397724	0.119368459440934	-0.439141565828097	-0.718540475344725	-1.04362525654633	-0.906225229491775	-0.500236179197291	-0.141499508659388	-0.55285616238442	-0.749101012776459	-1.11189817258772	0.665611635223892	-0.309032499830424	-0.705150122637943	-0.148908944859327	-0.769563985773466
NP_067087.1	-0.790045268210331	0.0366529125345032	-0.352577821165983	-0.524221068195049	-0.355456798365142	-0.752832523780754	-0.641987829440966	-0.348426112674009	-0.027133429132831	-0.221643569918219	-1.31812963441587	-0.385791694474446	-0.691009186889847	-0.720475297838417	-0.474709642882723	-0.140898277769853	-1.15760264458386	-0.360323358261677
NP_067587.2	0.119913587722355	-0.322341099484907	-0.279815467604407	0.586399305009591	0.254686471054863	-1.06674574814587	-0.489767389708131	-0.956752436839696	-0.456019710019434	-0.646790115295137	-1.00217604787384	-0.87098099340133	-1.37615524932036	0.28292789929391	-0.981288036455599	-0.744117866441325	-0.87181815519899	-0.949895864684709
NP_067588.2	-0.132019666072464	-0.20578006798386	-0.481383140435746	-0.293829654073242	-0.556579600951214	-0.860486798135115	-0.556000969383515	-0.548058557109946	-0.0979959116530218	-0.334222809948976	-0.709319243617534	-0.606515894623571	-0.950699806682644	-0.0885718705130566	-0.411365437140545	-0.377754845993597	-0.563154720603283	-0.462721817197606
NP_067590.1	0.0189559587076998	0.207819779343502	-0.550202249388858	0.0879010837735661	-0.00415289321987164	-0.752406904451988	-0.474653915636684	-0.51543833271035	-0.000705674782150018	-0.517808856068436	-1.05139938605711	-0.685639256681304	-1.18069075536341	0.501394612200736	-0.234037366343872	-0.239787995628205	-0.299965200289533	-0.440517713909007
NP_067593.1	-0.331788854929969	-0.281820523567434	-0.629296820299818	-0.248131169682222	-0.652406292470829	-0.909095309540746	-0.692802310821551	-0.441795197302028	0.00612034089703135	-0.250670712989528	-1.07290534262644	-0.719478827590715	-1.18101037830808	-0.314093736351429	-0.337076779700211	-0.234148160482372	-0.970287247911539	-0.466776567858378
NP_067599.1	0.754870905839903	-0.0701892655282155	-0.500326892030675	-0.352604336233748	-0.185613483586865	-0.958597523893577	-0.680536664335601	-0.619018619300238	-0.216010542221514	-0.448984841513433	-0.667300248448695	-0.651568173611423	-1.09925833975651	-0.298084688795603	-0.142584609976568	-0.481541143742007	-1.0512031575044	-0.607735103163906
NP_067605.1	-0.287212298338278	-0.205625063742136	-0.451011637507171	-0.310192552373293	-0.511533299783958	-0.868707608003496	-0.721665140274665	-0.569609491159656	-0.235025911358598	-0.0995025588624937	-1.0533500977983	-0.607243065134245	-1.20327721027328	-0.376986388919705	-0.316286993064919	-0.64176141021235	-0.648648122197469	-0.548118164562119
NP_067608.1	-0.248143445429649	-0.0964725304546761	-0.402408464369691	-0.170512583239021	-0.394990771611883	-0.753777594774746	-0.558242076435466	-0.406174198640788	-0.101657343542383	-0.363755446272198	-0.985087175533538	-0.526181454176572	-0.980077975996113	-0.279908281536766	-0.311474945513028	-0.331159083162619	-0.782856152317586	-0.44274155352082
NP_067695.1	-0.500484569305523	-0.371736631743083	-0.828194279467153	-0.405330490854613	-0.944302994453219	-0.997028695453113	0.153689899771193	-0.287024708161286	-0.499579454938077	0.0193054725367353	-0.914338055726435	-0.714842040496324	-0.767659845355236	-0.995318854239096	-1.24787691315283	-0.304414856155676	-1.50050156811801	-0.906743064442613
NP_067698.1	-0.0206270969155684	-0.0972343534600355	-0.416132099582939	0.0312912698023624	-0.281213758948549	-0.771539350842309	-0.685096844598738	-0.279012037927242	-0.189806585434151	-1.07396765497983	-1.4295546227014	-0.520994575907147	-1.30114163369782	-0.113137861709861	-0.467223858904148	-0.29235502457813	-0.709288734996808	-0.558375167784324
NP_067726.3	-0.381985941785555	-0.354187571885826	-0.690427227700348	-0.276500626354023	-0.604271462416541	-0.84500468111006	-0.545824209367166	-0.53154475490832	-0.0525321064677365	-0.202917392256019	-0.798510739533559	-0.510063842877079	-1.17939487980118	0.036758312448326	-0.387348491728718	-0.499057807298263	-0.658730733260186	-0.550913519022476
NP_067727.2	-0.109651251955091	-0.0405198490133624	-0.448405285744586	-0.276745231416704	-0.35369417308272	-0.802982045755261	-0.543544670029179	-0.269612130499905	-0.117298300986072	-0.577598331218469	-0.965178609225559	-0.624415779781063	-0.968666290239564	-0.214107535775765	-0.361760654291102	-0.394994734032967	-0.8385009109641	-0.434448859890143
NP_067730.2	-0.148246198180567	-0.20588443188388	-0.484790819989597	-0.256140650492141	-0.625876784275263	-0.917625419684332	-0.608386946560639	-0.6159441819633	-0.225223767490962	0.171919757275883	-0.803531380946785	-0.482256394379951	-1.0507541648726	-0.288978802228527	-0.419498629274651	-0.702752060827616	-0.781686305820578	-0.52906199807072
NP_067731.1	-0.24331805563815	-0.0121089098895437	-0.567986835348435	-0.274267636345073	-0.466575564347215	-0.83519388826559	-0.550173939699468	-0.552482551903215	-0.126599826322053	-0.232131292989222	-1.0046715683961	-0.720859410550312	-1.13701620683665	-0.254852751647232	-0.382719598035501	-0.427308898283471	-0.724758388880679	-0.533568205768876
NP_068508.1	-0.559656764378705	-0.230702771502133	-0.312017226866285	-0.278534896149658	-0.562178097998198	-0.890599230755332	-0.487204550682012	-0.625207235395598	-0.206983073330277	0.60153219421295	-0.979376911261683	-0.613043658516241	-1.21150869583844	-0.336967998742026	-0.340877288878242	-0.596905851701573	-0.733535949864272	-0.492022068831489
NP_068514.1	-0.288122213318357	0.0715574022119993	-0.271664917210593	-0.210881682521061	-0.359288254381524	-0.838219304349751	-0.600794409564248	-0.398476231721223	-0.125086725302009	-0.159920227077802	-0.956810432110865	-0.488877980779622	-0.975558285469115	-0.203325011508662	-0.453158628872674	-0.474768133798224	-0.712261384525326	-0.500709300322493
NP_068516.1	-0.171164749681071	-0.211653540413429	-0.548028380084002	-0.208702014770045	-0.561616567708644	-0.862570503128705	-0.608606208809556	-0.561646281288009	-0.111079071117459	-0.243372102187799	-0.774671904750787	-0.630283534997435	-1.08916358679441	-0.19796823295599	-0.211101958705351	-0.399291752179269	-0.502449625403302	-0.522447822912583
NP_068518.1	-0.431309210129282	-0.154559418333465	-0.311667117906161	-0.208877713294787	-0.698760097894506	-1.03675462165025	-0.668024715640156	-0.750121789220847	-0.343784903972377	0.458012919508614	-1.2283176622284	0.168237908825497	-0.968501446048069	-0.388173388457883	-0.408851571893608	-0.532698347618393	-0.839676818495217	-0.508790010995918
NP_068522.1	-0.286909525900086	-0.149769251255964	-0.537262742450813	-0.145972089442847	-0.481772761281766	-0.791908490123777	-0.542466115243275	-0.391429732233836	-0.0828423671767273	-0.112740525102161	-0.898354685554859	-0.619026802016668	-1.14334030737814	-0.16382526322331	-0.220788570872227	-0.305222148586816	-0.611491919559935	-0.470443093240143
NP_068525.1	-0.189971045347579	-0.219058072870227	-0.541608963561634	-0.22846547526731	-0.278306762696412	-0.660555060260165	-0.400235392476385	-0.406952611432138	-0.346659042089524	-0.221466247172166	-1.1327212872328	-0.739799612648058	-1.31397266806749	0.296434897565381	-0.336423950684546	-0.325336563277885	-0.903464676140837	-0.579882173354941
NP_068530.1	-0.365036850773381	0.436373552224822	-0.0885879376264139	-0.18103690447064	0.206819099935297	-0.930701988381485	-0.597958509281724	-0.469993291275403	-0.138980010681056	0.330363045825991	-0.684651120359151	-0.255190296147364	-1.04955981904525	-0.564101235942067	-0.399664402644248	-0.556362140004481	-0.757778995768501	-0.598236011716367
NP_068532.2	-0.236816754070269	-0.349354962815863	-0.329423305131528	-0.229956650839865	-0.0577333082110749	-0.729495999985612	-0.4932466940359	-0.367426883379104	-0.038813351909853	-0.300224189532229	-0.749020415884224	-0.723019963597382	-1.23474187024244	-0.178539993389602	-0.322019414643161	-0.380656376604029	-0.613546012812352	-0.417008363980075
NP_068533.1	-0.233560937827191	-0.0484714418340482	-0.369600076837133	-0.192374259690164	-0.386903389863163	-0.734679031216032	-0.465135413076181	-0.36745405783523	-0.0199670778451076	-0.225915087946104	-1.09204085946942	-0.55823329736761	-1.14432441625764	-0.292906496041088	-0.319694903534734	-0.309582832282979	-0.78034146715027	-0.489996601298787
NP_068534.1	-0.253689103479128	-0.534798451471993	-0.622106799490548	-0.14592462308927	-0.397382945505371	-1.06153572091268	-0.352370177059344	-0.580290520474562	-0.30808600782624	-0.47371606347529	-1.07123082343449	-0.770016602669306	-1.21980774533071	0.00634572508458217	-0.680197190788548	-0.553185474099086	-0.493234909664026	-0.813659085581131
NP_068542.1	-0.315900791110449	-0.211414057830478	-0.415796874859725	-0.356985165627696	-0.482575347912164	-0.765226808033797	-0.569725479004945	-0.449499419399583	-0.160725158471159	-0.187518830833756	-0.882854209901926	-0.583811963806667	-0.973466708685558	-0.28462887110716	-0.453376401222259	-0.361246752331779	-0.778954993332219	-0.521110610099219
NP_068614.1	-0.113130912528277	-0.0899896533147952	-0.435895357981908	-0.135834663449226	-0.533146643505554	-0.743298956770383	-0.602487035332013	-0.4174063670767	0.0359996173854406	0.0643561685475417	-1.05431395027056	-0.516682675867526	-0.977403742111448	-0.310777967191849	-0.429248694892949	-0.311768575945495	-0.739182240148242	-0.488588985224863
NP_068618.2	NA	NA	NA	NA	NA	-0.566219841665026	-0.402998090522791	-0.277231511700677	-0.638143414314492	NA	NA	NA	NA	-0.768608364234856	-1.13785593151154	-0.315966760996369	-1.54348562112815	-1.01139280329708
NP_068619.1	-0.216494504567972	-0.12133805271221	-0.420538814352655	-0.132290011384073	-0.339582984716002	-0.833764323323001	-0.755296240115346	-0.46043850116516	-0.242183216288893	-0.924412987575984	-0.957029678155636	-0.602891010248997	-0.878685326916691	-0.139658360810612	-0.561218382211731	-0.434229393303895	-0.786435246101978	-0.575658175290892
NP_068623.1	-0.233474137877578	-0.112922861733761	-0.395670449118248	-0.186892531664719	-0.432915409924761	-0.956610926820299	-0.736422854475274	-0.60458226005927	-0.204187665875151	0.0539850123709923	-0.96714207353618	-0.595482578562096	-1.12742258369784	-0.295597946188992	-0.40570490504853	-0.486440234052898	-0.794148979490781	-0.575562167850393
NP_068626.1	-0.25532321254425	-0.0635831085184767	-0.472892001419757	-0.110081563475458	-0.394799271181535	-0.850197629370684	-0.475502315431747	-0.37872861209714	-0.0520592769452891	-0.539357170280794	-1.23786299709246	-0.7246268016063	-1.24845172731103	-0.21454852393331	-0.39763531327045	-0.392632543267834	-0.772067933457876	-0.465178552711079
NP_068641.2	-0.300110841971403	-0.184834296258668	-0.487749444284709	-0.215164482182968	-0.508841088094539	-1.02409984510897	-0.480531961740102	-0.297997866614572	-0.214194939909836	-0.216166560758526	-1.09110101412941	-0.635504698081802	-1.2347019687725	-0.0893170409971022	-0.197946215314626	-0.569558098757304	-0.594925986762935	-0.418207237377734
NP_068824.1	-0.423927178907	-0.126589559445503	-0.607604991916965	-0.124227677884518	-0.711268002729025	-0.848139260070078	-0.152258016556649	-0.673363877276418	-0.130768913190223	0.221997657349424	-1.03213055535995	-0.901592261463564	-1.48633438325327	-0.100547302616571	-0.281947732325679	-0.864826385724655	-0.567016227412792	-0.278470272955838
NP_068837.2	-0.341098231503972	-0.369163211242831	-0.399367878367221	-0.14412854871356	-0.437865845570407	-1.45657578477556	-0.744386998931503	-1.08336626000688	0.0491350348931116	-0.384646689225526	-1.11294571487213	-0.626550000079665	-1.25898195153578	0.674754544946401	-0.845162694222745	-1.03386180445608	0.114720341141918	-1.27131010613469
NP_071540.1	-0.347856034561762	-0.345338357451097	-0.666640864737284	-0.388262966336431	-0.575918553195527	-0.867955697973455	-0.697638873880319	-0.736808810743994	-0.269386303899061	-0.399856422502808	-1.04149734440414	-0.612845118132851	-1.06086397093721	-0.201501734872518	-0.439207047141511	-0.640957549620686	-0.592210950722652	-0.572754591520037
NP_071546.1	0.0851995371743516	-0.168232776481134	-0.452738253199811	0.326159963502243	-0.422275121558358	NA	NA	NA	NA	-0.0591239164975321	-0.765803315476403	-0.604565762847157	-1.17057264827568	NA	NA	NA	NA	NA
NP_071551.2	-0.325904543097865	-0.026003598832086	-0.3297232600697	-0.171654967869017	-0.452071872937734	-0.760057604855201	-0.77950693650412	-0.430964709813868	0.00957647134977586	-0.13455969846051	-1.01454135313597	-0.399662389384277	-0.983325801785483	-0.315718154519966	-0.276775327334589	-0.17856918063864	-0.8390901958106	-0.357600203596895
NP_071562.2	-0.173958561833427	-0.0938902913294865	-0.806595562495834	-0.423474116623642	-0.748383675976862	-0.833103642180643	-0.241091916633025	-0.257462783012312	-0.740088683131684	-0.469737368084105	-1.10111727412982	-0.598435557876144	-1.01989275939429	-0.926796465319728	-1.08667643611309	0.107576591164421	-1.47789553373565	-1.09705393038806
NP_071565.2	-0.0796221798368682	-0.266725909987139	-0.588748473408109	-0.259184555841606	-0.522209332496489	-0.667195405913973	-0.611686020039769	-0.230377193597183	-0.243399847967718	-1.0332071586716	-0.904152359882898	-0.762887440248891	-0.837165906794615	-0.104992619815544	-0.280489812131908	0.147166072417332	-0.894505426263231	-0.552366157587219
NP_071568.1	-0.037887722930001	-0.0151801884455031	-0.476214246748572	-0.14640178615317	-0.498809506525962	-0.857003289914055	-0.649980908199461	-0.490460496946252	-0.152598404295862	-0.283732877797789	-1.06837381123489	-0.606056627278207	-1.14071741819902	-0.473738638221689	-0.446595328393634	-0.235102731086889	-0.965821084394901	-0.510560025190245
NP_071578.2	-0.397613229430655	-0.234443759523968	-0.51626222590868	-0.0970965994453088	-0.544033312818107	-0.856447913738828	-0.372349047474462	-0.533788815808706	-0.100011881679654	-0.212442704766958	-0.967460675264555	-0.71306946343254	-1.17234023598928	-0.136495238764975	-0.259925443826209	-0.405560101738312	-0.499027614041585	-0.446586080634277
NP_071579.1	-0.13408460030981	-0.167391478955661	-0.541362442812327	-0.20375035382556	-0.43451222789293	-0.664424818689623	-0.412690109352505	-0.292403528076082	0.0863008424062551	-0.67051762911552	-0.844704205789552	-0.652377355534843	-0.862105939221262	-0.1446186400796	-0.178657902818286	-0.195093794072852	-0.792475775973555	-0.382057979540861
NP_071581.1	0.195905516441746	-0.186323974652344	-0.68825516150536	-0.253711584394627	-0.455928425592582	-0.950514830553692	-0.718558034320399	-0.453906554317758	-0.0751692501891491	-0.255701204770747	-0.559569212247309	-0.521670722660368	-0.885146341138513	-0.321766365877159	-0.290697119714448	-0.337795946854613	-0.760435652263105	-0.39965674144075
NP_071583.1	-0.243514272068517	-0.340646111751477	-0.639001195200901	-0.272902563049926	-0.656832704839462	-0.91203095253932	-0.364408366044206	-0.327712265521065	-0.172878451202703	-0.567357359848046	-1.29201776355097	-0.722013104658911	-1.04480648359232	-0.101382850462863	-0.416468536951663	-0.605578045691015	-0.661519246260814	-0.399563221823311
NP_071584.1	NA	NA	NA	NA	NA	-0.572930414634858	-0.687241961358296	-0.705354979033687	-0.0743896085466398	NA	NA	NA	NA	0.049552510605963	-0.398148770621268	-0.169894604623383	-0.740403506665596	-0.438058285943482
NP_071587.2	0.042516859775304	-0.112506279648345	-0.382033328365071	0.0753057310819054	-0.18088512142511	-1.04199526872003	-0.691402385255699	-0.736078746271739	-0.243741960782192	-0.427266127705723	-1.00106472993546	-0.523886844247345	-1.08024791544501	0.0183517847862002	-0.553142682419746	-0.579950031365065	-0.487383537315943	-0.615797324734042
NP_071593.1	-0.0413441695598871	-0.19108459631968	-0.494526104512883	-0.206552699011554	-0.427358792810644	-1.00458009418046	-0.721830924936159	-0.647297643605189	-0.25786507306622	-0.16417634516056	-0.742921141025261	-0.480774039272782	-1.0163594683808	-0.585845664297885	-0.630721163947225	-0.237726225862473	-0.823964025945062	-0.369410401582239
NP_071596.1	-0.5069591102182	-0.202640253997446	-0.497619521269765	-0.392884104963607	-0.605672587341091	-0.745320051019051	-0.605411949944078	-0.260425496030861	-0.0580101141904196	-0.226005341458843	-0.990731728292635	-0.493600724286774	-0.920652982881577	-0.287658845533568	-0.357111344694386	-0.301000250570947	-0.741711674447601	-0.481543567654342
NP_071598.1	-0.162979628897761	-0.0702394128371055	-0.313067640887142	-0.169072153242021	-0.297643634591129	-0.911581261014059	-0.439760366102574	-0.515338538359118	0.00466526630984248	-0.146183154823353	-0.806330137596929	-0.370705983292345	-1.04355072083819	-0.287584989293969	-0.37551220769644	-0.414969368801412	-0.808731592249186	-0.544669367673958
NP_071601.2	-0.201136677120042	-0.157516092212126	-0.513173095938596	-0.233588339506302	-0.47562053286186	-0.954902205290964	-0.65327352364856	-0.492025450025671	-0.141283753132721	0.179306852472335	-0.906802183889042	-0.44272352586786	-1.00170544200624	-0.292339527004122	-0.284042486260344	-0.472422175916761	-0.960380343429186	-0.461677010777448
NP_071604.1	-0.621989154673797	-0.143598452826463	-0.636412799175442	-0.429385950258613	-0.694988366209363	-0.418969759554924	-0.511834443200939	-0.161583152287544	0.12658906543954	-0.528445945028176	-1.06934673391185	-0.546063243150983	-1.01815110162515	0.0158181155800979	-0.274065911836013	-0.443636855009904	-0.455557166835443	-0.312983209452593
NP_071609.2	-0.176095381337118	-0.0776230821901147	-0.387975371870613	-0.116061198935484	-0.425424486820623	-0.748589896169709	-0.684224470580074	-0.471340414960781	-0.0544480459051515	-0.171018167756963	-0.90355777095277	-0.516607669717062	-0.975458007076	0.050105695715803	-0.209879641014022	-0.253247568264306	-0.576202656518956	-0.397433992384581
NP_071614.1	-1.10916997890518	-0.0744940451799577	-0.469282894183048	-1.12797891665892	-0.897432535634658	-0.759683014932764	-0.713968179083355	-0.387822617799316	0.0625406997384812	0.408692369972941	-0.928183058558284	-0.153654639262671	-0.630076106247666	-1.61422709612419	-0.33519998539842	0.00102941110898517	-1.40185566378963	-0.3440937753622
NP_071617.2	0.116092659380167	-0.356511720277073	-0.622219542054461	-0.0966792354481424	-0.562031211558286	-0.808966411933877	-0.626732697535768	-0.484755919121126	-0.0929509005541404	-0.984734590184213	-1.25218395421042	-0.847367137923922	-1.26303452317434	-0.122347269278952	-0.398646401530349	-0.291447298701334	-0.706986342759594	-0.434259484544133
NP_071622.1	-0.253219769478143	-0.305290586127751	-0.459452892257435	-0.269545688416389	-0.508539230839524	-0.701430999878139	-0.696108739349782	-0.243427356763238	-0.102841068060829	-0.43806774276624	-0.874895274610735	-0.687573718366907	-0.992517168376575	-0.307591622577498	-0.249153344409565	-0.317951973345142	-0.497262098808695	-0.602060823018887
NP_071625.2	-0.186479487864011	-0.310078301728288	-0.506986803317771	-0.337930350765076	-0.307396569337993	-0.729507939618414	-0.540723336458314	-0.515804182888071	-0.134406357699604	-0.0736015987774428	-1.03932546067978	-0.661264079478237	-1.32775724403766	-0.370864118253493	-0.464398946769335	-0.249287635162268	-0.953085255982084	-0.542315490964241
NP_071626.1	-0.291052015957181	-0.0160917222095162	-0.81629715004811	0.224132419164363	-0.611942926720464	-1.38625490320067	0.714372745106581	-0.54192871585507	0.367492983773117	0.142141666549478	-0.64486620248779	-0.996534125057867	-1.15836042896433	-1.15572996739594	-0.783830465004558	-0.848714337278912	-1.62466329466727	-0.42730456884145
NP_071633.1	-0.343789849120347	0.0568661332190542	-0.452723865962985	-0.234480110096671	-0.43686000932388	-0.866351000680717	-0.630010935307236	-0.421925774815811	-0.171976023559784	0.121245133526572	-1.06967750968722	-0.232213392782985	-0.934696617149664	-0.179568916279502	-0.325850983064305	-0.572780965607273	-0.537225225783606	-0.634678591588195
NP_071636.1	-0.294640199236478	-0.193490706074781	-0.478294743178467	-0.0316003030740908	-0.558586421227331	-0.865012706175473	-0.708145793133793	-0.758376319006977	-0.0157975089014357	-0.275034847230815	-1.14295979275083	-0.596536547388259	-1.16467246088419	-0.190001104977244	-0.523503153560553	-0.276697717653193	-0.48143857675541	-0.45211353008619
NP_071775.1	-0.0467529072267539	-0.0786417538079381	-0.396949547355011	-0.113918284195032	-0.455900698335175	-0.88966216833752	-0.649703665010494	-0.539119019642128	-0.109455183580658	-0.162897541869369	-1.08402183946374	-0.64707291326878	-1.13029651792127	-0.302653583795644	-0.389032495752432	-0.308506362930741	-0.788278364362347	-0.4596351172928
NP_071776.1	-0.388573450611832	-0.208021771927757	-0.495364923175276	-0.412367845711057	-0.608042440804535	-0.841531316507517	-0.544628948529459	-0.436130302349704	0.00124864405945063	-0.053163036468288	-0.786055957979158	-0.531682173546475	-0.91783791108077	-0.227270924556348	-0.386232202529722	-0.36531606705414	-0.705013206159588	-0.406676095354797
NP_071778.2	-0.096818433982402	-0.173486481658918	-0.412599320940679	-0.245857859945004	-0.483063921258398	-0.883026151253888	-0.480789881650941	-0.620709321156708	-0.25631916015307	0.175313755159011	-0.72517860921139	-0.410001167273622	-1.04402753699812	-0.348238487698103	-0.23906700811645	-0.481963574489373	-0.556353421399433	-0.604331828985267
NP_071780.1	-0.208447997495873	-0.1709191159188	-0.464043388253609	-0.168462540919431	-0.453441904202785	-0.730641633945715	-0.417127868531623	-0.412419768015303	-0.0607079273528257	-0.484864005013492	-0.886268147608471	-0.595963275768411	-0.918487408215956	0.0372028514524406	-0.323567463051211	-0.407233233904448	-0.623282314457284	-0.452989191505297
NP_071781.1	0.153726587022498	-0.140009498418888	-0.306175332684024	-0.2459470155813	-0.412489995949291	-1.50375135335877	-1.33573007014846	-1.2137792011817	-0.860197301296026	-0.213254293791048	-1.2624915785988	-0.687461954227076	-1.22814480641636	-0.978240788067721	-0.417887862831058	-0.930151288208873	-1.22633124492494	-0.848604796449885
NP_071782.1	-0.256989806427278	-0.166439574014401	-0.35732136544961	-0.313689573104157	-0.497587946267297	-0.710725831933465	-0.861392326295309	-0.347665695443684	-0.141151861916944	-0.4862066886923	-0.793028795352019	-0.552957497619081	-0.887905217254016	-0.111264864599608	0.166381657500869	0.244068023167518	-0.266920018280548	-0.124841173675755
NP_071785.1	-0.30314579586181	-0.0262395249316184	-0.367312430317161	-0.361380927515308	-0.508329553950978	-0.762930953922712	-0.529986397157116	-0.287086789578303	0.207413214106957	-0.0498370014975134	-0.873981672768374	-0.524352671620607	-0.978148806882654	-0.566831903336885	-0.201921815458619	-0.159363995829744	-0.910856038567058	-0.247845467218881
NP_071789.2	-0.285916202340375	-0.329178045102251	-0.488220975338929	-0.315269974283035	-0.262049654282597	-0.757572146657254	-0.513153570316271	-0.475730950852517	-0.124185717116152	-0.472583178942877	-0.944150899380139	-0.749953834570623	-1.21431111149944	-0.243989179279517	-0.301973097414795	-0.377311634842818	-0.736791326248344	-0.433977270805236
NP_071790.1	-0.242281994126864	-0.315063249371082	-0.611487101622745	-0.269129656383785	-0.517625744994329	-0.775098927024005	-0.689966806607422	-0.48762969723894	-0.143257682817796	-0.616416542064344	-0.912925885597518	-0.657361551164553	-0.888770570213483	-0.167212305403662	-0.261858578456423	-0.221957890017472	-0.722726163276376	-0.448504624234827
NP_071791.1	-0.17235936453099	-0.153518053026728	-0.454043321013324	-0.229567697255745	-0.445289969951914	-0.871481341580642	-0.687155716432339	-0.661211156177605	-0.242748993114993	-0.235494670990671	-0.926116597066449	-0.607611467828955	-1.06947597085545	0.051154543235374	-0.417326656136568	-0.632960431127058	-0.526087186635541	-0.644933087152288
NP_071793.1	-0.532696698651851	-0.062981162548654	-0.340881283947726	-0.144438423875443	-0.0905775133058998	-0.674213074608487	-0.522835809470968	-0.453053217858398	-0.154203547290747	-0.83718899474567	-0.84361093949521	-0.539534118168483	-0.604760210490635	0.304402749809819	-0.216455009701949	-0.250934298106768	-0.740336354366231	-0.580780210605934
NP_071794.1	-0.0196927735282209	0.0958380983843702	-0.230612880735957	-0.0224059982656104	-0.364633019990449	-0.787374871013318	-0.580810589600229	-0.574074681585001	-0.212425758134513	-0.103763305065886	-1.2482214720805	-0.604227322451213	-1.29506182389122	-0.0536700348973214	-0.414777641434732	-0.37670120135544	-0.622008467631676	-0.511378576615215
NP_071795.1	-0.134462016165744	-0.171764677292442	-0.47266969872902	-0.173658483361313	-0.509387127605	-0.777664212594093	-0.664014397096505	-0.520938686648152	-0.106839355892438	-0.444365021745128	-0.915666143347583	-0.666841057633404	-0.918288779091929	0.216133600742167	-0.27630132787803	-0.284205044707821	-0.720681741353353	-0.524703413858118
