protein,S1_Ion_126.128,S1_Ion_127.125,S1_Ion_127.131,S1_Ion_128.128,S1_Ion_128.134,S1_Ion_129.131,S1_Ion_129.138,S1_Ion_130.135,S1_Ion_130.141,S1_Ion_131.138,S2_Ion_126.128,S2_Ion_127.125,S2_Ion_127.131,S2_Ion_128.128,S2_Ion_128.134,S2_Ion_129.131,S2_Ion_129.138,S2_Ion_130.135,S2_Ion_130.141,S2_Ion_131.138,S2_Ion_131.144
sp|Q9BT22|ALG1_HUMAN,0.13309986,0.254189017,-0.114969597,-0.178948789,-0.016307068,0.031855269,-0.320112722,-0.115730834,0.150607451,0.176317413,0.063624058,0.096977245,-0.106200706,-0.080376491,0.073964985,-0.276668086,-0.046020263,0.05176725,0.094537729,0.226089122,-0.097694844
sp|Q9BT23|LIMD2_HUMAN,0.182279076,0.181938778,-0.078908606,-0.141421914,0.008011781,-0.101678861,-0.309171463,-0.233778948,0.218136751,0.274593407,0.249259963,0.039785513,-0.044638237,-0.041196144,0.075003461,-0.293271627,0.101112932,0.009550993,-0.008506541,0.060655826,-0.147756138
sp|Q9BT25|HAUS8_HUMAN,-0.044699323,0.193304242,-0.187038553,-0.129194417,-0.049497047,0.154822187,-0.382073778,-0.019703223,0.167078693,0.297001219,-0.122965897,-0.015180427,-0.059532381,0.053893053,0.262034718,-0.051861839,-0.274036721,-0.026206156,0.087648994,0.236116638,-0.089909982
sp|Q9BT30|ALKB7_HUMAN,0.202830959,0.218375126,-0.034951158,-0.116834591,0.083692473,-0.021249339,-0.416615698,-0.130446568,0.110090894,0.105107902,0.065936001,0.005579495,0.018190166,-0.080391312,0.04102434,-0.252757804,-0.059238646,-0.014284088,0.192764455,0.148907219,-0.065729825
sp|Q9BT40|INP5K_HUMAN,0.172979078,0.030162839,-0.017006942,-0.211155434,-0.105709238,0.0295194,-0.31713114,-0.093934048,0.280689043,0.231586443,0.33098222,0.114134124,0.100480096,0.031540994,0.045152275,-0.20706047,-0.325481417,0.004078238,0.057343952,0.129153838,-0.280323849
sp|Q9BT43|RPC7L_HUMAN,0.435434042,0.299525782,-0.025284166,-0.152889337,-0.109247082,-0.159151954,-0.362260807,-0.238193132,0.168801624,0.143265031,-0.253622787,0.662402886,-0.471357217,0.613488017,-0.307710279,0.542178788,-0.905612574,0.74256693,-0.45832521,0.665324572,-0.829333125
sp|Q9BT67|NFIP1_HUMAN,-0.208187214,-0.12736674,-0.131667384,0.062361847,-0.28135775,0.21156707,-0.219543683,0.05929797,0.359984128,0.274911757,-0.156904211,0.019056689,-0.233534159,0.113603899,0.194744433,0.078170941,-0.148637623,0.116768132,-0.017605976,0.244118193,-0.209780318
sp|Q9BT73|PSMG3_HUMAN,0.051666858,0.136652556,-0.153263117,-0.178787075,-0.091771542,-0.047925729,-0.279432112,-0.132303808,0.246137979,0.449025989,0.090060901,0.022025367,-0.115736781,-0.063295755,0.223134025,-0.209985568,-0.160229351,0.027322589,0.124443572,0.200528204,-0.138267203
sp|Q9BT78|CSN4_HUMAN,0.0955072,0.179897412,-0.070372414,-0.164591126,0.025880945,-0.009662761,-0.340728845,-0.1024336,0.194202363,0.192300826,0.167602355,0.068562397,-0.142569395,-0.090584221,0.035585274,-0.161911765,-0.138365405,0.119869422,0.128013409,0.180029098,-0.166231171
sp|Q9BT88|SYT11_HUMAN,-0.060455014,0.062743608,-0.129874316,-0.126866416,-0.149966735,0.056508032,-0.196954092,-0.027216243,0.280587804,0.291493371,0.020914419,-0.008943511,-0.34872566,0.223545024,0.273727555,0.100746116,-0.182971595,-0.028102192,-0.034188972,0.209535842,-0.225537027
sp|Q9BTA9|WAC_HUMAN,0.044918737,0.108490129,-0.084512028,-0.073391274,0.032228194,-0.000557656,-0.338070452,-0.107313175,0.172185728,0.246021796,0.063292175,0.022986021,-0.026433258,-0.0748952,0.036359468,-0.210745371,-0.054656312,0.11110076,0.134209692,0.165167051,-0.166385025
sp|Q9BTC0|DIDO1_HUMAN,0.089816139,0.134419436,-0.097073659,-0.127760456,-0.022162941,-0.073299282,-0.277204455,-0.086839112,0.210322957,0.249781373,0.049012032,0.033830739,-0.122816516,-0.03319257,0.093021318,-0.12163593,-0.118739857,0.097930042,0.092252001,0.21209525,-0.181756511
sp|Q9BTC8|MTA3_HUMAN,0.241516737,0.190988963,-0.072057084,-0.131935595,-0.041500339,-0.051715919,-0.500934098,-0.075263125,0.177703486,0.263196974,0.216334507,0.11361998,0.041273344,-0.066242893,0.133571938,-0.088930087,-0.432614585,0.032120763,0.089442618,0.136350508,-0.174926093
sp|Q9BTD8|RBM42_HUMAN,0.109791038,0.187282272,-0.005798679,-0.110074758,0.031358889,-0.087798848,-0.316803484,-0.064077569,0.143532848,0.11258829,-0.037045326,0.077029642,-0.220477569,-0.146947547,0.041393422,-0.25725753,0.217344201,0.057478926,0.088012672,0.232319525,-0.051850416
sp|Q9BTE1|DCTN5_HUMAN,0.137936257,0.19263112,-0.1160541,-0.114057046,0.006315008,-0.050264844,-0.371444462,-0.096938362,0.25107095,0.16080548,0.10224517,0.040908225,-0.017383397,-0.151576492,0.152326223,-0.220229213,-0.109863437,0.065651232,0.148360396,0.142560272,-0.152998979
sp|Q9BTE3|MCMBP_HUMAN,0.051394384,0.122590029,-0.106248681,-0.127990322,-0.034454914,-0.008486248,-0.292900842,-0.051539987,0.241700312,0.20593627,0.082543417,0.024912292,-0.074138408,0.020487655,0.078642939,-0.144280531,-0.143941738,0.0692191,0.108087927,0.139412526,-0.16094518
sp|Q9BTE6|AASD1_HUMAN,0.029996807,0.157046638,-0.011680375,-0.072205971,0.118639926,-0.151055198,-0.368399319,-0.176907615,0.283694171,0.190870937,0.099473857,0.066124783,-0.041059231,-0.108010812,0.069315219,-0.235338843,-0.023719851,0.002887886,0.053798543,0.202204904,-0.085676456
sp|Q9BTE7|DCNL5_HUMAN,0.129588961,0.216917121,-0.003778778,-0.076046739,0.05579696,-0.085488983,-0.351229848,-0.149164261,0.114099004,0.149306562,0.099472942,0.126509062,-0.101131004,-0.200024142,-0.130597175,-0.26180627,-0.076072691,0.122505823,0.188505533,0.243401746,-0.010763824
sp|Q9BTK6|PAGR1_HUMAN,0.185824114,0.126679913,-0.125977174,-0.064165182,-0.022528755,0.026884302,-0.402034356,-0.088057136,0.07840994,0.284964333,0.064298342,0.039487851,-0.054715714,-0.012887189,0.127932949,-0.114462424,-0.108457982,0.021139316,0.103017841,0.187013297,-0.252366288
sp|Q9BTL3|RAMAC_HUMAN,0.060257721,0.161399951,0.019949621,-0.067720186,0.138670283,-0.168004184,-0.338046305,-0.149582813,0.170552559,0.172523353,0.033416237,0.108673545,-0.354316021,-0.241386202,-0.004798668,-0.405654174,0.248647397,0.172110163,0.180947484,0.216362441,0.045997799
sp|Q9BTM9|URM1_HUMAN,0.205433242,0.058391701,0.308958041,0.339874546,-0.275789893,0.05633096,-0.276524092,-0.288681822,-0.129064316,0.001071633,0.458737414,-0.018367805,0.590576714,-0.240718892,-0.070151731,-0.218896441,0.227293348,-0.011722385,-0.265480513,-0.160528653,-0.290741057
sp|Q9BTT0|AN32E_HUMAN,0.155702688,0.248282299,-0.11381352,-0.14220358,-0.003375656,-0.139844091,-0.234906086,-0.112106711,0.189506216,0.15275844,0.075899036,-0.006028251,-0.076138757,0.026544733,0.070899439,-0.153701627,-0.133881229,0.011563144,0.048573401,0.223308394,-0.087038284
sp|Q9BTT4|MED10_HUMAN,-0.04717815,0.014640686,-0.189753057,0.044361296,-0.364026037,-0.021513118,0.554088815,-0.082953407,-0.157994128,0.250327101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q9BTT6|LRRC1_HUMAN,0.242822712,0.272391124,0.007033513,-0.061130115,0.025345508,-0.14324982,-0.434711777,-0.227388091,0.151243268,0.167643679,0.245058075,0.16418532,0.09434641,-0.287768279,-0.128918561,-0.273976392,-0.293846347,0.163786617,0.241817768,0.246451544,-0.171136156
sp|Q9BTU6|P4K2A_HUMAN,0.113580396,0.233083039,-0.038174806,-0.111688985,-0.013970798,-0.02765154,-0.379776546,-0.120086412,0.139873968,0.204811683,0.184111392,0.164066454,-0.1656513,-0.076589081,-0.021952226,-0.225678389,-0.032304029,0.128004864,0.115675168,0.107004968,-0.17668782
sp|Q9BTV4|TMM43_HUMAN,0.114784289,0.156435537,-0.091526831,-0.182627383,-0.025316519,-0.046154887,-0.334697203,-0.076083706,0.2786924,0.206494303,0.001337619,0.040725135,-0.131841686,-0.069949464,0.055280747,-0.157832246,-0.174028867,0.132080607,0.201594717,0.23351365,-0.130880211
sp|Q9BTV5|FSD1_HUMAN,0.097595574,0.181778525,-0.094226659,-0.131596109,-0.050693442,-0.034944776,-0.328578165,-0.084316487,0.174104068,0.270877469,0.133452557,0.083220922,0.018667772,-0.129288163,0.00685562,-0.236655185,-0.01571942,0.136284982,0.016331656,0.182607318,-0.195758058
sp|Q9BTV6|DPH7_HUMAN,0.081704406,0.045767058,-0.166359597,-0.08542317,-0.022750148,-0.048512506,-0.245285549,-0.094187756,0.300480805,0.234566457,-0.031311951,-0.072192047,0.095730175,-0.03559052,0.153412044,-0.011735127,-0.146007291,-0.106837757,0.109427131,0.149109544,-0.104004201
sp|Q9BTV7|CABL2_HUMAN,-0.069373771,-0.001556382,-0.080676559,-0.160380174,0.009292936,-0.084785364,-0.260064363,-0.153136756,0.645341441,0.155338992,0.048050143,0.121405535,-0.048192526,-0.080639477,0.182762635,-0.05536293,-0.121995489,-0.034614357,0.028910206,0.088693527,-0.129017267
sp|Q9BTW9|TBCD_HUMAN,0.100259256,0.121313356,-0.069866643,-0.135648298,0.055614674,0.015663194,-0.311082095,-0.104550335,0.193291492,0.1350054,0.05509461,0.025688892,-0.080325565,-0.116087608,0.010195143,-0.252991674,0.030492052,0.112377627,0.131026285,0.172955452,-0.088425214
sp|Q9BTX1|NDC1_HUMAN,0.093650704,0.147784915,-0.089976216,-0.159079605,-0.003913792,-0.034683274,-0.277790905,-0.072276765,0.221780152,0.174504785,0.075044133,0.049909516,-0.058538249,-0.020919377,0.015479664,-0.215605265,-0.110389332,0.082865832,0.080177068,0.216013776,-0.114037765
sp|Q9BTX3|TM208_HUMAN,0.130155761,0.101305394,0.001437265,-0.111042207,-0.024812032,-0.038873382,-0.362202069,-0.064606676,0.139591278,0.22904667,0.068710334,0.308117177,-0.160144908,0.044255415,0.195327447,-0.266902102,-0.173274155,-0.091381385,0.086692715,0.179690985,-0.191091525
sp|Q9BTX7|TTPAL_HUMAN,0.009629989,0.1689721,-0.059991615,-0.084439738,0.057602203,-0.01448178,-0.270549583,-0.085273546,0.219522663,0.059009308,-0.064992269,-0.018241281,-0.118053515,-0.149586228,-0.083834564,-0.211980322,0.011728104,0.153328107,0.192604351,0.290271709,-0.001244091
sp|Q9BTY2|FUCO2_HUMAN,0.176041803,0.24796751,-0.007535212,-0.130844722,0.010342544,-0.049001042,-0.403809872,-0.194667834,0.191577366,0.159929458,0.156454652,0.135457799,-0.029746888,-0.052052241,0.04537158,-0.220440094,-0.177402654,0.051927314,0.146591561,0.137875094,-0.194036123
sp|Q9BTY7|HGH1_HUMAN,0.159011092,0.173584068,0.087101851,0.105497493,-0.062276058,-0.059915818,-0.506110545,-0.112833603,0.093567109,0.122374411,0.133772947,0.107329447,-0.077664889,-0.247034181,-0.092373062,-0.314173817,0.179971658,0.159304977,0.113172211,0.123987586,-0.086292879
sp|Q9BTZ2|DHRS4_HUMAN,0.171393163,0.257103312,-0.07426183,-0.114236935,-0.035916603,-0.051400966,-0.360620447,-0.107062714,0.129120401,0.18588262,0.127316786,0.11319763,0.026729975,-0.073894176,-0.016355365,-0.205870981,-0.219632634,0.078239957,0.102561821,0.170826292,-0.103119304
sp|Q9BU02|THTPA_HUMAN,0.137892095,0.144563294,-0.061540716,-0.14122965,0.065798583,0.014249242,-0.325932132,-0.096830348,0.12894258,0.134087052,0.105015907,0.03547715,-0.219943201,-0.147136178,-0.035858294,-0.236420683,0.121390848,0.113464859,0.153454629,0.214621074,-0.10406611
sp|Q9BU20|CPLN2_HUMAN,-0.007775125,0.089964365,-0.028630996,-0.02673153,0.021031625,-0.089099775,-0.284095618,-0.042471388,0.148863701,0.218944741,-0.039161386,0.151791976,-0.103363858,-0.168440551,-0.084824834,-0.378333658,0.253373702,0.137566563,-0.090705642,0.282042209,0.040055479
sp|Q9BU23|LMF2_HUMAN,0.149931184,0.116785591,-0.038452503,-0.178687649,0.00810137,-0.057220742,-0.287227663,-0.111759633,0.218386355,0.180143688,0.034599917,-0.024166008,0.009357947,-0.004915391,0.216306639,-0.103912514,-0.171865429,-0.050445637,0.072631434,0.165224552,-0.14281551
sp|Q9BU61|NDUF3_HUMAN,0.039062759,0.090505555,-0.028279284,-0.137619334,0.006778125,0.011304155,-0.357317246,-0.039265375,0.208773876,0.20605677,0.065228014,0.044166043,-0.147582642,-0.04732414,0.020068587,-0.256606205,0.072023341,0.184685142,0.06237644,0.17662111,-0.17365569
sp|Q9BU64|CENPO_HUMAN,0.011581743,0.146061069,-0.111439629,-0.214763262,-0.133663259,0.111977223,-0.175199983,-0.000111083,0.202422675,0.163134505,0.011916007,0.036058993,-0.111643972,-0.024654205,0.077539045,-0.099648718,-0.014664371,0.051132029,0.16843305,0.137068294,-0.231536152
sp|Q9BU68|PR15L_HUMAN,-0.074984445,0.092791931,0.100607757,-0.010815645,0.203451087,-0.167802314,-0.537417998,-0.056786323,0.159114422,0.291841528,0.111230869,0.111411873,-0.028039738,-0.190388113,-0.114482967,-0.112325257,-0.121695677,0.192963097,0.154260498,0.158369023,-0.161303608
sp|Q9BU76|MMTA2_HUMAN,0.054250683,0.214808592,-0.09914746,-0.118665764,0.034280305,-0.062186355,-0.344129687,-0.138206069,0.154990392,0.304005363,0.076006267,0.143223282,-0.14675726,-0.012562842,0.056618641,-0.230348563,-0.120598924,0.108640211,0.036852591,0.228754366,-0.13982777
sp|Q9BU89|DOHH_HUMAN,-0.219917286,-0.011355211,0.066193928,0.037750522,-0.16830009,0.031746411,-0.323605836,0.040658533,0.149561353,0.397267675,0.078659325,-0.016467702,0.024792237,-0.123310728,0.041440221,-0.099027229,0.003365119,0.029720942,0.024282341,0.135963299,-0.099417826
sp|Q9BUA3|SPNDC_HUMAN,-0.037316986,0.101261303,-0.100058493,-0.161245132,-0.008789962,0.017378262,-0.249221697,-0.019078523,0.23159761,0.225473618,0.013513915,-0.053739236,-0.137351237,-0.014986897,0.066872945,-0.102257582,-0.038380545,0.066007953,0.090623618,0.209335972,-0.099638905
sp|Q9BUB4|ADAT1_HUMAN,0.063984942,0.149977437,-0.075742851,-0.112598352,-0.004842623,-0.018264303,-0.322729257,-0.111762192,0.195475917,0.236501282,0.034364231,-0.024896853,-0.057885753,-0.069219068,0.033384862,-0.085125497,-0.222914676,0.117364233,0.127851412,0.263411777,-0.116334668
sp|Q9BUB5|MKNK1_HUMAN,-0.003828599,0.152219008,-0.044853412,-0.117284559,0.017391,-0.053046733,-0.265560236,-0.100063331,0.127525985,0.287500876,0.054833681,-0.164538635,-0.175446715,-0.078502672,-0.164798287,-0.367680268,0.392211504,0.40295596,-0.123424602,0.177453034,0.046937001
sp|Q9BUB7|TMM70_HUMAN,0.075543709,0.232642842,-0.071679591,-0.081924407,-0.080247984,0.055977761,-0.303944844,-0.022025979,0.153130865,0.042527628,0.144031518,0.100128493,-0.047793042,-0.021906721,0.087543273,-0.109553045,-0.210752283,0.073655855,0.027689684,0.113384325,-0.156428056
sp|Q9BUE0|MED18_HUMAN,0.028544192,0.105106367,-0.109177816,-0.025412125,-0.024430834,-0.045090331,-0.343252158,-0.05661694,0.225787906,0.24454174,0.154452074,0.195986113,-0.080863407,-0.11435006,0.002351166,-0.183381467,-0.260538466,0.150932513,0.096404118,0.259267164,-0.220259746
sp|Q9BUE6|ISCA1_HUMAN,0.166988618,0.112792561,-0.124103759,-0.180682996,-0.018373849,-0.005294019,-0.351576279,-0.076888313,0.238349057,0.23878898,-0.013883094,0.083837623,-0.108961638,0.127731651,0.083385752,0.011963753,-0.240318377,0.106329269,0.013483785,0.148371953,-0.211940676
sp|Q9BUF5|TBB6_HUMAN,0.05775939,0.139304307,-0.094284924,-0.101729124,-0.055545787,-0.097260067,-0.409432475,-0.086301747,0.273727379,0.373763047,0.067677719,0.01731057,-0.020045526,-0.037119573,-0.015844514,-0.130796329,-0.122144829,0.107496267,0.084039543,0.221862118,-0.172435446
sp|Q9BUF7|CRUM3_HUMAN,-0.080637755,0.268185352,0.134801836,0.169751914,-0.014732404,-0.11059291,-0.040905855,-0.280954677,-0.018307026,-0.026608475,0.055164292,-0.139480572,0.18749295,-0.168970694,0.251815635,-0.031950305,-0.107242238,-0.16830018,-0.064916608,0.072644596,0.113743124
sp|Q9BUH6|PAXX_HUMAN,0.097217652,0.193606497,-0.007990857,-0.095566823,0.049040644,-0.034919815,-0.365512889,-0.17985315,0.212687722,0.131291019,0.108446369,0.138095439,-0.022514359,-0.128317505,0.026237245,-0.269096011,-0.053318203,0.107708946,0.091205594,0.141010106,-0.13945762
sp|Q9BUI4|RPC3_HUMAN,0.114128066,0.214256177,-0.025640437,-0.10153773,-0.029495804,-0.049365375,-0.361085133,-0.11775938,0.180729789,0.175769828,0.091505863,0.115966524,-0.069949926,-0.159236344,0.018221859,-0.23110282,0.041382592,0.041207438,0.056385945,0.177469319,-0.081850449
sp|Q9BUJ0|ABHEA_HUMAN,0.054444109,0.301546956,-0.03619576,0.115972285,0.070577116,-0.33535944,-0.294091523,0.182373986,0.290970595,-0.350238323,0.111990335,0.118945198,-0.240885559,-0.139357571,-0.103338961,-0.324605245,0.20610219,0.054847739,0.102574906,0.22584058,-0.012113613
sp|Q9BUJ2|HNRL1_HUMAN,0.141014409,0.17778479,-0.086696345,-0.126457636,-2.54E-05,-0.050493273,-0.317699762,-0.117976638,0.210742088,0.169807762,0.106754655,0.121542127,-0.008297105,-0.060729747,0.046915914,-0.179734654,-0.187635775,0.079758403,0.11350562,0.191786533,-0.223865972
sp|Q9BUK0|CHCH7_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.400553558,-0.078697669,-0.312890321,-0.185400637,-0.033344007,-0.277741999,-0.041817944,0.277935309,0.064137886,0.349963386,-0.162697562
sp|Q9BUK6|MSTO1_HUMAN,0.064792606,0.190675152,-0.092330587,-0.097183555,-0.022862603,-0.015685152,-0.329285026,-0.065832056,0.171521637,0.196189584,0.123407221,0.071600265,-0.077300979,-0.062253675,-0.016277862,-0.222628456,0.0005323,0.098166343,0.064078552,0.198313526,-0.177637234
sp|Q9BUL5|PHF23_HUMAN,-0.031096754,0.180708543,-0.03102444,0.051673902,0.035067765,-0.159355084,-0.154226491,-0.227714053,0.186533225,0.149433387,0.167326816,-0.005336836,-0.049964269,-0.223545269,0.081589939,-0.177786901,-0.033119523,0.054096748,0.201156742,0.206522122,-0.220939568
sp|Q9BUL8|PDC10_HUMAN,0.135445825,0.182076887,-0.058900294,-0.112665676,-0.019937813,-0.061466091,-0.357567214,-0.159154682,0.175281188,0.27688787,0.181438953,0.064892399,0.016178502,-0.007531938,-0.02633619,-0.132118932,-0.159612448,0.079440506,0.066068645,0.08188167,-0.164301166
sp|Q9BUL9|RPP25_HUMAN,0.164247783,0.173558782,-0.081365591,-0.134944563,-0.055744985,-0.042216456,-0.361007719,-0.110317963,0.233833399,0.213957312,0.133000808,0.106759292,0.004202043,-0.056129514,0.058360516,-0.126448195,-0.206644722,0.058787197,0.048163347,0.16427848,-0.184329251
sp|Q9BUM1|G6PC3_HUMAN,0.154290637,0.103070313,0.001037432,-0.056327688,0.019607827,0.089316264,-0.510395802,0.024444838,0.09651177,0.078444407,0.162721163,0.076042969,-0.048811782,-0.019233717,-0.197643072,-0.243535259,-0.007625129,0.172054488,0.027183704,0.204312658,-0.125466023
sp|Q9BUN8|DERL1_HUMAN,0.188046505,0.075396598,-0.100349775,-0.190080488,-0.030487017,0.013438546,-0.366320398,-0.08736169,0.259159759,0.238557959,0.019427458,0.048991212,-0.10929114,-0.142239439,0.087100299,-0.133817073,0.008451426,0.043262173,0.178284961,0.186963907,-0.187133784
sp|Q9BUP3|HTAI2_HUMAN,0.12758422,0.262003456,-0.046048889,-0.081749323,0.018601641,-0.059084383,-0.404411641,-0.140179954,0.13009283,0.193192043,0.040080729,0.083827527,-0.028330838,-0.051329578,-0.012552007,-0.185119329,-0.057788718,0.091443008,0.099047928,0.198067993,-0.177346716
sp|Q9BUQ8|DDX23_HUMAN,0.069584071,0.15732124,-0.008611008,-0.003648376,0.096509882,-0.130728908,-0.446082577,-0.171985493,0.194012602,0.243628568,0.06131307,0.172643886,-0.036484457,-0.083675355,0.151492372,-0.243871633,0.013817261,0.072240323,0.016275347,0.126711373,-0.250462189
sp|Q9BUR4|TCAB1_HUMAN,-0.076815593,0.095848482,-0.020652055,-0.122655089,-0.020155094,0.048231114,-0.319565761,-0.048707799,0.206212238,0.258259556,0.00671449,-0.097847028,-0.053215741,-0.159947481,-0.016570915,-0.178662858,0.084215267,0.152334942,0.136300325,0.221654127,-0.094975127
sp|Q9BUR5|MIC26_HUMAN,0.198093063,0.188551356,-0.020268107,-0.138738044,-0.021415886,-0.089129593,-0.290712052,-0.161034318,0.17758842,0.157065161,0.15021063,0.044825754,-0.022804161,-0.051650043,0.025944995,-0.16384384,-0.21236203,0.104232708,0.092635889,0.186431848,-0.153621749
sp|Q9BUT1|BDH2_HUMAN,0.214496738,0.212177287,-0.032223515,-0.189911784,-0.049295995,-0.088388539,-0.366857774,-0.14579864,0.266979976,0.178822245,0.129281657,0.078069981,-0.119419727,-0.080905099,-0.050021197,-0.259915384,-0.070412619,0.142640869,0.1600679,0.223104257,-0.152490639
sp|Q9BUT9|MCRI2_HUMAN,0.253113621,0.096310219,-0.259071052,-0.171669136,-0.012419117,-0.098306635,-0.413155889,0.005709,0.344868423,0.254620567,0.117928498,0.15552408,0.12361435,-0.026307837,0.069053354,-0.097952209,-0.17884017,0.03360616,-0.027009183,0.094122007,-0.26373905
sp|Q9BUV8|RAB5I_HUMAN,-0.090662345,0.23132638,-0.063778829,-0.156781127,-0.044877771,-0.006689766,-0.166600363,-0.206694398,0.153598268,0.35115995,0.055288087,0.096243876,-0.127322595,-0.198844285,-0.0909242,-0.293017382,0.040293278,0.167649781,0.272890479,0.266221237,-0.188478277
sp|Q9BUZ4|TRAF4_HUMAN,0.038266817,0.079083417,-0.119433181,-0.082155553,-0.072032557,-0.016847435,-0.38944751,-0.06606387,0.276185096,0.352444777,-0.037700934,-0.050461753,-0.1968133,0.020581324,0.119923099,-0.120710973,0.008854115,0.08574619,0.005661071,0.159682185,0.005238975
sp|Q9BV10|ALG12_HUMAN,0.06788538,0.180695635,-0.104431262,-0.173931379,0.01914119,-0.019811567,-0.264836728,-0.122048809,0.214018864,0.203318676,0.062532246,-0.029547656,-0.124558971,-0.100258857,0.160314492,-0.165102867,-0.101028683,0.12548981,0.113732435,0.177283964,-0.118855913
sp|Q9BV19|CA050_HUMAN,0.130090662,0.175021431,0.041594932,0.043978111,-0.117190819,0.036228121,-0.384431492,-0.173650514,0.096643424,0.151716143,0.205150162,-0.089498999,-0.01969669,-0.013575928,0.085709089,-0.254078139,0.116772912,0.009757278,-0.124268851,0.164155221,-0.080426054
sp|Q9BV20|MTNA_HUMAN,0.083539813,0.246533266,-0.058272614,-0.045969412,0.05355029,-0.05956117,-0.400911584,-0.190317836,0.14459862,0.226810627,0.097981262,0.013677121,-0.070929941,-0.102262221,-0.031717266,-0.259391984,0.045046062,0.133359016,0.111347837,0.195250739,-0.132360623
sp|Q9BV23|ABHD6_HUMAN,0.226298276,0.194289187,0.000330867,-0.114167802,0.100649215,-0.051792342,-0.348666635,-0.263046464,0.198020454,0.058085244,-0.043559521,0.079841352,0.006252486,0.019160611,-0.253144218,-0.270328567,0.172493258,0.219204454,0.174332453,0.162840652,-0.267092959
sp|Q9BV29|CCD32_HUMAN,-0.157198677,0.121593316,-0.223190875,-0.016467633,-0.201979776,0.392413181,-0.025953753,-0.072540055,-0.304704045,0.488028317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
