protein,S1_Ion_126.128,S1_Ion_127.125,S1_Ion_127.131,S1_Ion_128.128,S1_Ion_128.134,S1_Ion_129.131,S1_Ion_129.138,S1_Ion_130.135,S1_Ion_130.141,S1_Ion_131.138,S2_Ion_126.128,S2_Ion_127.125,S2_Ion_127.131,S2_Ion_128.128,S2_Ion_128.134,S2_Ion_129.131,S2_Ion_129.138,S2_Ion_130.135,S2_Ion_130.141,S2_Ion_131.138,S2_Ion_131.144
sp|Q9BQE4|SELS_HUMAN,0.094478414,0.06215515,0.080025316,-0.035935022,-0.00335486,-0.080223184,-0.357047808,-0.100862613,0.150296657,0.19046795,-0.017897707,0.13690801,0.007293296,-0.022380883,-0.024477504,-0.105332556,-0.030809644,0.067148241,0.041697831,0.18543855,-0.237587632
sp|Q9BQE5|APOL2_HUMAN,0.144295765,0.184241856,-0.034479113,-0.155901671,0.015725132,-0.040249821,-0.359794687,-0.214791704,0.213716383,0.247237859,0.182200049,0.135569847,0.013393484,-0.105530221,-0.051873499,-0.346904298,-0.127454274,0.146689184,0.275549939,0.144488635,-0.266128845
sp|Q9BQE9|BCL7B_HUMAN,0.02390503,0.098148136,-0.09779964,-0.096987608,-0.025279566,-0.082772391,-0.380026052,0.015328687,0.241872528,0.303610877,0.047827209,0.138727125,-0.151691195,0.039129031,0.068832716,-0.181847639,-0.163749174,0.052078173,0.227414411,0.210165708,-0.286886364
sp|Q9BQF6|SENP7_HUMAN,0.095845074,0.13521512,-0.095030335,-0.149214599,0.095524864,-0.019721989,-0.336181648,-0.078106858,0.144701947,0.206968424,0.014358901,0.073745019,-0.122818538,-0.094115076,0.052000164,-0.255842223,-0.067091495,0.172025687,0.116497629,0.111117664,0.000122267
sp|Q9BQG0|MBB1A_HUMAN,0.145097901,0.219493897,-0.011477197,-0.119173053,0.021918704,-0.077932379,-0.371563654,-0.156166335,0.161950212,0.187851903,0.076614191,0.121602197,-0.119551609,-0.126063659,-0.028822375,-0.270043401,-0.051625288,0.112939728,0.131111477,0.238873768,-0.08503503
sp|Q9BQG2|NUD12_HUMAN,0.075678004,0.167516465,-0.137865464,-0.179921329,-0.103668426,0.016451621,-0.295112414,-0.095999216,0.243723903,0.309196855,0.027031212,0.031308859,-0.124287951,0.002181575,0.144160669,-0.097573814,-0.276710111,0.115094201,0.103487575,0.211548056,-0.13624027
sp|Q9BQI0|AIF1L_HUMAN,-0.206663242,0.00976195,0.054816961,-0.155012297,0.138654154,0.113281367,-0.367462562,-0.082093737,0.247446137,0.247271269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q9BQK8|LPIN3_HUMAN,0.116322238,0.180700423,-0.021278793,-0.118754273,0.081376993,-0.109060812,-0.385060167,-0.139441403,0.218671912,0.176523881,0.082811625,0.096012916,-0.079526816,-0.137420671,-0.063421378,-0.245990176,0.058523371,0.094013115,0.076406896,0.23813631,-0.119545191
sp|Q9BQP7|MGME1_HUMAN,0.082004642,0.121204136,-0.128202707,-0.192281654,-0.075573081,-0.023430355,-0.287323734,-0.036353947,0.246363674,0.293593026,0.074287575,0.057874318,-0.132878574,-0.012995696,0.070627606,-0.171406978,-0.10522503,0.124191309,0.070401971,0.197561377,-0.172437876
sp|Q9BQQ3|GORS1_HUMAN,0.145178845,0.188779375,-0.082576821,-0.117724796,0.058005029,-0.054136261,-0.305877412,-0.107320162,0.113987323,0.16168488,0.144719656,0.038931624,-0.101452086,-0.124271042,0.065674852,-0.317156006,-0.040841098,0.08975219,0.202655202,0.141967382,-0.099980674
sp|Q9BQS6|HSPB9_HUMAN,0.018739876,0.164821016,-0.172317062,0.080423182,-0.190317604,-0.221356538,-0.332629842,0.016233092,0.309178604,0.327225276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q9BQS8|FYCO1_HUMAN,0.105750406,0.19973718,-0.088942161,-0.107558305,-0.00321962,-0.057714748,-0.348713363,-0.105957415,0.201107458,0.205510567,0.120062053,0.055031804,-0.057477979,-0.103468724,-0.016521606,-0.229833739,0.076588847,0.078011891,0.056668611,0.137000844,-0.116062002
sp|Q9BQT9|CSTN3_HUMAN,-0.011766111,0.105810777,-0.214439065,-0.156544528,-0.113173157,0.061184391,-0.238035447,-0.0140387,0.2625585,0.31844334,0.08148295,0.09762204,-0.227872944,0.132971407,0.202465798,-0.066183705,-0.237021338,0.120732679,0.00590903,0.102159632,-0.212265549
sp|Q9BR61|ACBD6_HUMAN,0.209029825,0.272826193,0.016058356,-0.001797632,0.002279092,-0.133157889,-0.468453291,-0.196609267,0.132204866,0.167619749,0.239260975,0.15466597,0.099306078,-0.073334305,-0.061693372,-0.236355361,-0.218454816,0.126332781,0.154159746,0.132831698,-0.316719394
sp|Q9BR76|COR1B_HUMAN,0.180071264,0.22388066,-0.032232524,-0.049626929,0.029929545,-0.135884808,-0.399362841,-0.158466913,0.190289808,0.151402738,0.153021475,0.084438281,-0.03870559,-0.207856022,-0.019415022,-0.275637114,0.000889353,0.11961695,0.124862927,0.193594931,-0.134810169
sp|Q9BRA0|LSMD1_HUMAN,0.06998191,0.125290395,-0.143020556,-0.198765115,0.017947838,0.071420154,-0.26169114,-0.128788674,0.187612159,0.260013028,0.054039088,0.011471652,-0.078901684,-0.142320149,-0.108298514,-0.094827998,-0.012227848,0.109093834,0.098295359,0.233229908,-0.069553648
sp|Q9BRA2|TXD17_HUMAN,0.051486981,0.171446633,-0.083666243,-0.077368493,0.02311101,0.00123526,-0.395026763,-0.175383177,0.257357683,0.226807109,0.074979486,0.159697396,-0.024525997,-0.082628426,0.067650202,-0.193413406,-0.190684945,0.043983484,0.144643978,0.151999426,-0.1517012
sp|Q9BRB3|PIGQ_HUMAN,0.035220512,0.124235508,-0.113853464,-0.085425776,0.088357877,-0.073040751,-0.239367094,-0.107692439,0.220234046,0.15133158,0.067215473,0.122261481,-0.146482979,-0.110581946,-0.042546354,-0.232590146,-0.042618968,0.130815503,0.118152408,0.219677048,-0.083301521
sp|Q9BRD0|BUD13_HUMAN,0.024532577,0.066573556,-0.105004985,-0.157846265,-0.049709128,-0.003522542,-0.292387795,-0.058987079,0.266053839,0.310297823,0.027961667,-0.001048143,-0.020015634,0.003173566,0.099060161,-0.138684914,0.064314415,0.012666886,0.069223182,0.093862258,-0.210513445
sp|Q9BRF8|CPPED_HUMAN,0.156799822,0.234759988,-0.02182081,-0.100797921,0.006744347,-0.075501391,-0.364310494,-0.200599337,0.189819125,0.17490667,0.190466773,0.104699295,0.0093353,-0.055543303,0.037341043,-0.142267543,-0.224943981,0.018252357,0.103154212,0.163454994,-0.203949147
sp|Q9BRG1|VPS25_HUMAN,0.097452191,0.204310249,-0.044865925,-0.064044949,0.024258648,-0.062437927,-0.363098575,-0.131318715,0.171576054,0.168168949,0.032404003,0.11918249,-0.079302388,-0.152874266,0.013844843,-0.200359766,-0.079219465,0.098124766,0.14490861,0.201242201,-0.097951028
sp|Q9BRH9|ZN251_HUMAN,0.284626571,0.026557677,-0.229375433,-0.027548467,-0.181102741,0.022120053,-0.390417405,0.034641705,0.159930143,0.300567896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q9BRJ2|RM45_HUMAN,0.14042335,0.128677282,-0.093983408,-0.175594813,-0.044625518,-0.008211979,-0.28112159,-0.087659575,0.19100197,0.23109428,0.086655634,0.139115857,-0.105943447,-0.031673311,0.054845672,-0.203212495,-0.068120636,0.029485436,0.11844594,0.109338614,-0.128937265
sp|Q9BRJ6|CG050_HUMAN,0.064887256,0.190197769,-0.033683793,-0.054426303,-0.049094091,-0.032823925,-0.306050349,-0.098067602,0.124574096,0.194486942,-0.016567991,-0.042642268,-0.06840676,-0.067223108,0.038273057,-0.203485189,-0.072978706,0.156037345,0.127178141,0.240507376,-0.090691897
sp|Q9BRJ7|TIRR_HUMAN,0.166616551,0.241689001,-0.003601928,-0.020022067,0.074898756,-0.126526413,-0.454345031,-0.16024245,0.153883672,0.127649909,0.0311323,0.102455872,-0.11210898,-0.15369853,-0.026475575,-0.215735889,-0.092371124,0.119707981,0.176480283,0.26247236,-0.091858696
sp|Q9BRK0|REEP2_HUMAN,0.150392667,0.205320293,0.009197152,-0.093344165,0.098369216,-0.147136118,-0.424981688,-0.098426608,0.233759129,0.066850122,0.144090372,0.047423059,-0.065018376,-0.169031922,-0.069127592,-0.223961362,-0.054775339,0.126335769,0.216082192,0.231408343,-0.183425144
sp|Q9BRK5|CAB45_HUMAN,0.222361928,0.272515552,0.071807441,-0.01180322,0.055357053,-0.161627441,-0.442932762,-0.247558497,0.153207098,0.088672847,0.148990834,0.208345144,-0.005078222,-0.20889746,-0.203353847,-0.276270433,-0.198312483,0.099634109,0.146298845,0.231357505,0.057286009
sp|Q9BRL6|SRSF8_HUMAN,0.053672608,0.172182655,0.003421037,-0.048446978,0.078642552,-0.085380614,-0.360721645,-0.108254147,0.144050482,0.15083405,0.102438817,0.089250531,-0.016416478,-0.041167774,-0.079116906,-0.209855498,-0.150591655,0.379360853,0.026064269,0.091839505,-0.191805664
sp|Q9BRN9|TM2D3_HUMAN,0.046714673,0.157019244,-0.043540371,-0.155266795,0.148515066,0.058146135,-0.248641648,-0.155184722,0.157278195,0.034960222,0.017491558,0.142966634,-0.118190449,-0.196519678,0.08711787,-0.051589305,0.119690038,0.00041044,0.02023775,0.205603013,-0.227217872
sp|Q9BRP1|PDD2L_HUMAN,0.197754796,0.198527192,-0.077418855,-0.089891119,-0.023116906,-0.062731274,-0.448341492,-0.102258884,0.214718231,0.192758311,0.146888865,0.093525829,-0.074492643,-0.16171968,0.004905014,-0.233720177,-0.176903483,0.107863174,0.10878963,0.247175242,-0.06231177
sp|Q9BRP4|PAAF1_HUMAN,0.111184506,0.231471213,-0.106909382,-0.095665312,0.044967557,-0.014977803,-0.344639565,-0.160447877,0.192147695,0.142868968,0.139541808,0.064513399,-0.082803317,-0.035042058,-0.069257398,-0.255660145,-0.017056198,0.10776777,0.127182776,0.152597882,-0.131784519
sp|Q9BRP8|PYM1_HUMAN,0.07939538,0.270880701,-0.066672688,-0.042054089,0.019659603,-0.065262661,-0.369378289,-0.170536052,0.14735535,0.196612745,0.087369167,0.085178912,-0.059618606,-0.117146872,0.007788018,-0.205727787,-0.080982164,0.109791886,0.121424451,0.165946519,-0.114023524
sp|Q9BRQ0|PYGO2_HUMAN,-0.132525511,0.09561377,0.031781701,0.051271579,-0.060866876,-0.062059366,-0.448798346,-0.084079591,0.33715943,0.272503211,0.151423571,-0.21948665,-0.122080475,-0.020278687,-0.31088898,-0.106288097,0.223107061,0.058809023,-0.39890322,0.145438186,0.599148267
sp|Q9BRQ3|NUD22_HUMAN,-0.132558902,0.077948365,-0.355418306,-0.151675512,0.192963638,-0.005249683,-0.436418805,0.225985306,0.328716958,0.25570694,0.065677225,-0.012587137,-0.088931947,-0.213374961,0.024771054,-0.197335759,-0.041867751,0.19978616,0.111109907,0.254626787,-0.101873577
sp|Q9BRQ6|MIC25_HUMAN,0.172291291,0.116567577,-0.023482318,-0.09463301,0.062065351,-0.006647016,-0.429355275,-0.10894934,0.143588528,0.168554213,0.091267675,0.168709886,-0.026678866,-0.079878418,0.027310887,-0.247574178,-0.123007437,0.151537709,0.111100368,0.185461901,-0.258249528
sp|Q9BRQ8|AIFM2_HUMAN,0.124681699,0.185074838,-0.062431575,-0.154231938,0.068873029,-0.005289892,-0.371712037,-0.13977881,0.170422114,0.184392571,0.10386262,0.151875056,-0.049914292,-0.10180592,0.076080349,-0.222024989,-0.158485375,0.075417039,0.094086132,0.153729798,-0.122820418
sp|Q9BRR3|TM246_HUMAN,0.119506015,0.115784688,-0.026667822,-0.10004728,-0.010830637,-0.033979122,-0.362789137,-0.148145062,0.195832008,0.25133635,-0.030400351,0.085050581,-0.172794833,-0.139835522,0.007607322,-0.195842179,-0.121012218,0.285557158,0.032111634,0.380384873,-0.130826466
sp|Q9BRR6|ADPGK_HUMAN,0.086606297,0.154606963,-0.1258082,-0.096329702,-0.003641762,-0.051398443,-0.33848947,-0.041762004,0.172113453,0.244102867,-0.05901426,0.105295375,-0.174433474,0.001470944,0.097462726,-0.253611255,0.016337978,0.104269833,0.105480731,0.208529608,-0.151788206
sp|Q9BRR8|GPTC1_HUMAN,0.048136594,0.11252735,-0.145149489,-0.114270059,-0.043452423,0.034258791,-0.343994027,-0.003733434,0.202506406,0.253170292,-0.012299567,-0.070364247,-0.162983498,-0.084254366,0.040492041,-0.176053004,0.009200522,0.334691965,0.114975191,0.123465103,-0.116870138
sp|Q9BRS2|RIOK1_HUMAN,0.199170206,0.214586393,-0.040573754,-0.103625257,-0.052704803,-0.133177393,-0.392837585,-0.113251945,0.195585789,0.226828351,0.211295172,0.120281391,-0.013011762,-0.072984708,0.089190699,-0.140954767,-0.324414035,0.014815114,0.128905794,0.194318492,-0.20744139
sp|Q9BRT2|UQCC2_HUMAN,0.070222657,0.300069341,-0.076788464,-0.069472026,0.053258711,-0.047872549,-0.409945753,-0.151593514,0.193746567,0.138375031,0.085356384,0.091680039,-0.031186119,-0.090778987,0.063607992,-0.17986514,-0.247970656,0.118418975,0.136943122,0.206565923,-0.152771534
sp|Q9BRT3|MIEN1_HUMAN,0.159459086,0.123254663,0.00465788,-0.034518998,-0.19847082,-0.085117016,-0.170923534,-0.142217881,0.067052249,0.276824371,0.176210329,0.012554281,-0.085172832,-0.151573694,0.120641918,-0.27471777,0.334635413,0.021171513,0.042689426,-0.013585645,-0.182852941
sp|Q9BRT6|LLPH_HUMAN,0.081518642,0.155699096,0.014460568,-0.045026334,-0.015488178,-0.10376445,-0.348620222,-0.13760292,0.1744681,0.224355699,0.059538568,0.104426039,-0.050492045,-0.142202977,0.065460197,-0.109744735,-0.081897814,0.042696956,-0.014144944,0.224821015,-0.098460261
sp|Q9BRT9|SLD5_HUMAN,-0.083526641,0.111180186,-0.113468955,-0.149010222,-0.012864781,0.059485814,-0.270900804,-0.054016787,0.235125466,0.277996723,-0.027175522,-0.025596388,-0.115927793,0.011230432,0.097315321,-0.105244998,-0.135061314,0.066444567,0.070692851,0.230422827,-0.067099983
sp|Q9BRU2|TCAL7_HUMAN,-0.064380448,-0.125007113,-0.148084334,-0.319262564,-0.168873722,0.274787186,-0.126557468,0.008897355,0.30889462,0.359586487,-0.149966457,-0.078327144,-0.104249205,0.221456393,0.392806161,0.172297571,-0.074393195,-0.115694929,0.010248275,-0.050720438,-0.223457031
sp|Q9BRU9|UTP23_HUMAN,-0.015539326,0.018568959,-0.115723175,-0.172413029,0.103733501,0.022424185,-0.384691647,-0.080766388,0.252622114,0.371784806,0.152599267,0.207941168,-0.174254256,0.05996983,-0.260768864,0.065983654,-0.030647214,-0.136500986,0.173521622,0.070032994,-0.127877216
sp|Q9BRV3|SWET1_HUMAN,0.109940313,0.047664214,-0.147686985,-0.060002081,0.055470688,-0.0169657,-0.367349996,-0.007103163,0.105133309,0.280899401,0.031609883,-0.045759592,-0.093559555,0.07641956,-0.104250883,-0.243424421,-0.099637764,0.098870003,0.176225155,0.318113998,-0.114606384
sp|Q9BRV8|SIKE1_HUMAN,0.03114845,0.148333659,-0.04504067,-0.052157137,0.026190517,-0.061637169,-0.37714267,-0.101948782,0.173809159,0.258444642,0.003824896,0.03421351,-0.030788515,-0.061295038,-0.085437692,-0.26855028,0.111507061,0.100608625,0.037719053,0.226351396,-0.068153016
sp|Q9BRX2|PELO_HUMAN,0.147977734,0.185134732,-0.086349835,-0.168218943,0.035763164,-0.002267558,-0.314475857,-0.112816869,0.17992679,0.135326642,0.037588227,-0.004966401,-0.122925231,-0.093590953,0.057607038,-0.27931004,0.205026668,-0.010827292,0.085824102,0.126491118,-0.000917234
sp|Q9BRX5|PSF3_HUMAN,-0.009527134,0.15161308,-0.097547592,-0.143863158,-0.066319202,-0.002532098,-0.268636815,-0.06169542,0.265428796,0.233079542,0.037151752,0.030351509,-0.134551873,0.037386274,0.212801906,-0.032749206,-0.138332315,-0.012905304,0.043914821,0.14732362,-0.190391184
sp|Q9BRX8|PXL2A_HUMAN,0.111138418,0.192160538,-0.088368988,-0.230955655,-0.084216395,-0.013433627,-0.284648941,-0.101607111,0.241339911,0.258591849,0.069246585,0.098602775,-0.09709723,-0.015763713,0.120156932,-0.105270091,-0.260885454,0.077660049,0.103534596,0.196136545,-0.186320994
sp|Q9BRX9|WDR83_HUMAN,0.098613211,0.143581293,-0.067243291,-0.094926257,-0.069227043,-0.029852891,-0.261078589,-0.089179703,0.192323277,0.176989993,0.066308751,0.145589181,-0.08089894,0.012654941,0.17174911,-0.006503665,-0.184749542,0.093565929,-0.134857345,0.24879344,-0.33165186
sp|Q9BRY0|S39A3_HUMAN,0.137658478,0.186285713,-0.062553233,-0.136667281,-0.113346894,0.000921525,-0.291942077,-0.206558309,0.209832194,0.276369886,0.591385683,-0.027807221,-0.116215966,-0.249475728,-0.297401594,-0.530505975,0.519267274,0.14353915,-0.285060256,0.37542092,-0.123146288
sp|Q9BRZ2|TRI56_HUMAN,0.137713945,0.123262115,-0.013965174,-0.09781219,0.028234743,-0.094713729,-0.385676344,-0.121627865,0.194661032,0.229923465,0.053071368,-0.00677993,-0.100497191,-0.06330408,-0.057481412,-0.264474247,0.041565678,0.158693605,0.147928732,0.19990278,-0.108625303
sp|Q9BS16|CENPK_HUMAN,0.008355452,0.046359089,-0.114686856,-0.1540923,-0.066574819,0.046260511,-0.332062823,-0.058647015,0.297032277,0.328056485,0.139034501,0.041464691,-0.103221178,0.042700521,0.185013969,-0.245881498,-0.122654465,0.168277285,0.105327633,0.067640544,-0.277702002
sp|Q9BS26|ERP44_HUMAN,0.109839628,0.186621957,-0.091631649,-0.197810646,-0.029843652,0.007157347,-0.287635113,-0.140036864,0.235540958,0.207798034,0.014388296,0.062714951,-0.092481081,-0.061206888,0.121166205,-0.15286366,-0.115872955,0.076203247,0.136309776,0.175869501,-0.164227394
sp|Q9BS40|LXN_HUMAN,0.173897079,0.321361015,-0.076315377,-0.068392574,0.019520027,-0.164629322,-0.468805207,-0.151415439,0.208677563,0.206102234,0.147457686,0.150894453,0.005223489,-0.162078585,-0.048994244,-0.282328811,-0.141757618,0.115586002,0.158780015,0.185076444,-0.12785883
sp|Q9BS91|S35A5_HUMAN,0.041698602,0.03699354,-0.032711759,-0.139628553,-0.061294602,-0.069568612,-0.322999124,0.019094225,0.287523218,0.240893064,0.03979299,0.126732647,-0.100092996,-0.116154737,-0.031113225,-0.17719867,-0.113949298,0.180702174,0.140654823,0.171134759,-0.120508467
sp|Q9BS92|NPS3B_HUMAN,-0.022736705,0.106567553,-0.053698084,-0.072940823,0.150656954,0.000477324,-0.302219307,-0.001463038,0.109376703,0.085979423,0.175072313,0.07868567,-0.046498478,0.068866742,-0.109479964,-0.273927934,0.047903344,0.062154397,-0.000927075,0.284154668,-0.286003684
sp|Q9BSA9|TM175_HUMAN,0.0798785,0.220849752,-0.070555205,-0.154426896,-0.129271142,-0.004204157,-0.333323084,-0.100665707,0.219894501,0.271823438,0.155183944,0.015341037,-0.157976357,-0.056673611,-0.047081725,-0.296300299,-0.03194534,0.187553562,0.167445655,0.260148085,-0.195694952
sp|Q9BSB4|ATGA1_HUMAN,-0.041565918,0.175893983,-0.065612402,-0.021848478,0.037770962,-0.013937089,-0.263793676,-0.123784536,0.141611318,0.175265834,0.443099418,-0.185607848,-0.223452363,-0.358513677,-0.030741784,-0.341313732,0.120549535,0.376005641,0.137783664,0.185112886,-0.122921742
sp|Q9BSC4|NOL10_HUMAN,0.172433954,0.083449471,-0.087521419,-0.162313026,-0.078967844,-0.133422418,-0.255229712,-0.059318259,0.322212135,0.198677119,0.059388986,0.047711861,0.010204528,-0.055399611,0.09267174,-0.178497491,-0.157361042,0.063540365,0.102059983,0.16666019,-0.150979509
sp|Q9BSD7|NTPCR_HUMAN,0.147960417,0.258584545,-0.023892644,-0.030683855,-0.042811034,-0.061511259,-0.40641362,-0.163477089,0.106415705,0.215828833,0.150043034,0.190177684,-0.037728321,-0.078567703,-0.102173115,-0.21614416,-0.180472447,0.099327376,0.072858458,0.254157182,-0.151477988
sp|Q9BSE5|SPEB_HUMAN,0.171832449,0.253472221,-0.047197154,0.040945705,0.074999935,-0.087598222,-0.517628271,-0.228024242,0.139442484,0.199755094,0.071616959,0.174897537,-0.007367861,-0.19277013,-0.065801622,-0.23737367,-0.127845099,0.170290597,0.068926829,0.267872939,-0.122446478
sp|Q9BSF4|TIM29_HUMAN,0.111328338,0.159907313,-0.065195764,-0.197936777,0.045289233,-0.026487437,-0.324630466,-0.137524603,0.273004598,0.162245566,0.069035665,0.084581335,-0.107861534,-0.093498461,0.075590101,-0.209123385,-0.089039131,0.092141205,0.183278132,0.144694123,-0.149798051
sp|Q9BSF8|BTBDA_HUMAN,0.130921098,0.146441109,-0.129960418,-0.136418048,-0.032108569,-0.167783387,-0.109847163,-0.079058098,0.207309663,0.170503813,0.035965152,-0.123644384,-0.32677726,0.01701786,-0.086796782,-0.122845315,0.119843305,-0.026093506,0.152632102,0.267220258,0.093478571
sp|Q9BSG0|PADC1_HUMAN,0.142717381,0.124455967,0.032056779,-0.270017666,-0.092990687,-0.116811154,-0.279444143,-0.07973544,0.357015543,0.182753421,0.156932626,0.040822968,-0.141191363,0.052003131,0.158000795,-0.133620576,-0.212874625,0.045008702,0.003385441,0.193190915,-0.161658013
sp|Q9BSH4|TACO1_HUMAN,0.191424838,0.209312418,-0.025993619,-0.118559996,-0.010486594,-0.062633108,-0.311140741,-0.072284566,0.073100063,0.127261306,0.13401661,0.085175471,-0.058140685,-0.046195427,-0.050424232,-0.275534589,-0.003330662,0.113287467,0.082990323,0.156558474,-0.13840275
sp|Q9BSH5|HDHD3_HUMAN,0.063567341,0.165251216,-0.029403053,-0.171668949,0.036919199,-0.0473773,-0.293444427,-0.11070737,0.242103261,0.144760083,0.152275286,0.057842598,-0.08590097,-0.086964468,-0.027996478,-0.304031017,-0.013351578,0.042563553,0.119900314,0.160248255,-0.014585496
sp|Q9BSJ2|GCP2_HUMAN,0.130781133,0.201918309,-0.053072517,-0.115087132,-0.035618435,-0.0662129,-0.340333728,-0.120543211,0.193033873,0.205134608,0.196333913,0.123733002,-0.050040855,-0.070580566,0.015339991,-0.231918748,-0.140111492,0.095135401,0.08665147,0.145066618,-0.169608734
sp|Q9BSJ5|CQ080_HUMAN,0.121472791,0.196957834,-0.041373956,-0.111994027,0.011217087,-0.080682342,-0.354653681,-0.129141066,0.195166929,0.193030431,0.126612988,0.078697888,-0.0572028,-0.078419067,0.061553169,-0.202560672,-0.182501022,0.132050089,0.120877843,0.14671088,-0.145819295
sp|Q9BSJ6|PIMRE_HUMAN,-0.063189779,0.005562249,-0.165473615,-0.081599731,-0.056408684,0.005907726,-0.188289234,-0.058035917,0.31882643,0.282700555,0.216959752,0.014875412,-0.118266232,-0.082844049,0.08472505,-0.411858123,-0.006560354,0.142771341,0.099922291,0.198098112,-0.1378232
sp|Q9BSJ8|ESYT1_HUMAN,0.145289727,0.204539123,-0.055149827,-0.128264431,0.01911694,-0.038050942,-0.357833905,-0.131350457,0.143471662,0.198232111,0.104582846,0.092356618,-0.088093059,-0.087590365,0.044598029,-0.233439545,-0.113383737,0.112046868,0.130119721,0.171385491,-0.132582869
sp|Q9BSK0|MALD1_HUMAN,-0.093184034,0.170228462,-0.130487153,0.185463566,0.006029881,0.186076588,-0.196045514,-0.129967956,0.222937401,-0.221051241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q9BSK2|S2533_HUMAN,0.047424161,0.155525175,-0.142574527,-0.114987726,-0.012460627,0.011964795,-0.365453463,-0.057024826,0.231459851,0.246127187,0.18821928,0.230509792,0.075083275,-0.093652138,0.011558687,-0.121361305,-0.42190254,0.122289437,0.123139685,0.135712628,-0.249596801
sp|Q9BSL1|UBAC1_HUMAN,0.139289464,0.146872467,-0.027814763,-0.081038592,-0.046176325,-0.075094765,-0.285748828,-0.10524628,0.149927661,0.18502996,0.174733773,0.106750728,-0.028563168,-0.090835045,0.014009087,-0.116034451,-0.006740698,0.011216643,-0.03384381,0.129726475,-0.160419535
sp|Q9BSM1|PCGF1_HUMAN,-0.009303261,0.044176801,-0.020652509,-0.084616653,-0.076795653,-0.062978793,-0.349041727,-0.10000551,0.334008821,0.325208484,0.037036386,0.01588914,-0.116297953,0.021578603,-0.000799766,-0.012360006,-0.067481582,-0.072070131,0.103656485,0.180158911,-0.089310086
sp|Q9BSQ5|CCM2_HUMAN,0.109179709,0.064801536,-0.183538427,-0.233754161,0.014596011,-0.067701888,-0.270445298,-0.09827824,0.342087855,0.323052902,0.067737616,0.034636204,-0.022362359,-0.058473357,0.066582545,-0.154303537,-0.176818249,-0.002614183,0.174349637,0.144530831,-0.073265148
sp|Q9BSR8|YIPF4_HUMAN,0.076439401,0.157010879,-0.019199488,-0.169899306,0.022896299,-0.02741765,-0.260954448,-0.154212666,0.243520515,0.131816464,0.157053491,0.004764721,-0.052718889,-0.093673723,0.23973229,-0.167798267,-0.102421546,-0.036468526,0.146592214,0.071298736,-0.166360501
sp|Q9BST9|RTKN_HUMAN,0.103024742,0.195746935,-0.047424793,-0.053913488,0.051426098,-0.082140604,-0.386007412,-0.150128313,0.130724628,0.238692207,0.171932022,0.163234243,-0.021495375,-0.134841156,-0.041615223,-0.198036779,-0.145404968,0.078316483,0.117001275,0.147428582,-0.136519106
sp|Q9BSU1|CP070_HUMAN,0.065650946,0.025773028,0.013675616,-0.093638147,-0.046743895,-0.028434696,-0.263545419,0.006307108,0.208110091,0.112845368,0.11469294,-0.138892432,-0.129009982,-0.125841859,-0.059109992,-0.09966442,-0.016261995,0.246061458,0.146191738,0.191502287,-0.129667743
sp|Q9BSV6|SEN34_HUMAN,0.158307995,0.260970539,-0.030581617,-0.001980234,0.063086924,-0.096474502,-0.500953717,-0.208260189,0.188380254,0.167504547,0.071075822,0.024868087,-0.0473671,-0.186071861,-0.080404863,-0.279492895,0.139946665,0.112342484,0.133461048,0.13686349,-0.025220875
sp|Q9BSW7|SYT17_HUMAN,-0.006156817,0.161938288,-0.08250409,-0.173847255,-0.022207487,0.013113413,-0.137780952,-0.107204819,0.176981089,0.177668629,0.079626963,-0.013421959,-0.041726348,0.027026127,0.079655489,-0.119861266,-0.137231204,0.01763553,0.038425901,0.21165831,-0.141787543
sp|Q9BSY4|CHCH5_HUMAN,-0.046719133,-0.011615799,-0.061154836,-0.08918688,-0.008153324,-0.010602484,-0.243296595,-0.219741358,0.298317547,0.392152862,0.101684028,-0.037068154,-0.220404905,0.026766693,-0.091029578,-0.382170122,-0.037224335,0.30399932,0.148607659,0.396795308,-0.209955914
sp|Q9BSY9|DESI2_HUMAN,0.112294162,0.300048356,-0.047262778,-0.078899726,-0.077599595,-0.062804227,-0.415362675,-0.071302455,0.084915376,0.255973561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|Q9BT09|CNPY3_HUMAN,0.142301733,0.127039017,-0.064844089,-0.153552991,-0.067770991,-0.077144861,-0.256199531,-0.130822841,0.227087297,0.253907257,0.000105071,0.081058226,-0.149331967,-0.100151411,0.008157812,-0.219934364,-0.01368596,0.135230997,0.163673092,0.17497088,-0.080092375
sp|Q9BT17|MTG1_HUMAN,0.131866801,0.129476366,-0.025549736,-0.175394284,-0.048652706,-0.026689523,-0.286887029,-0.135868401,0.239536429,0.198162082,0.213407057,0.069034529,-0.05954116,-0.156358795,0.001349305,-0.256341928,-0.07777007,0.024851546,0.092455175,0.158065231,-0.00915089
